id,lat,lng,confirmed,deaths,recovered,existing,Province/State,timestamp,country,Confirmed
Australia New South Wales,-33.8688,151.2093,4,0,4,0,New South Wales,2020-02-13,Australie,4
Australia New South Wales,-33.8688,151.2093,4,0,4,0,New South Wales,2020-02-14,Australie,4
Australia New South Wales,-33.8688,151.2093,4,0,4,0,New South Wales,2020-02-15,Australie,4
Australia New South Wales,-33.8688,151.2093,4,0,4,0,New South Wales,2020-02-16,Australie,4
Australia New South Wales,-33.8688,151.2093,4,0,4,0,New South Wales,2020-02-17,Australie,4
Australia New South Wales,-33.8688,151.2093,4,0,4,0,New South Wales,2020-02-18,Australie,4
Australia New South Wales,-33.8688,151.2093,4,0,4,0,New South Wales,2020-02-19,Australie,4
Australia New South Wales,-33.8688,151.2093,4,0,4,0,New South Wales,2020-02-20,Australie,4
Australia New South Wales,-33.8688,151.2093,4,0,4,0,New South Wales,2020-02-21,Australie,4
Australia New South Wales,-33.8688,151.2093,4,0,4,0,New South Wales,2020-02-22,Australie,4
Australia New South Wales,-33.8688,151.2093,4,0,4,0,New South Wales,2020-02-23,Australie,4
Australia New South Wales,-33.8688,151.2093,4,0,4,0,New South Wales,2020-02-24,Australie,4
Australia New South Wales,-33.8688,151.2093,4,0,4,0,New South Wales,2020-02-25,Australie,4
Australia New South Wales,-33.8688,151.2093,4,0,4,0,New South Wales,2020-02-26,Australie,4
Australia New South Wales,-33.8688,151.2093,4,0,4,0,New South Wales,2020-02-27,Australie,4
Australia New South Wales,-33.8688,151.2093,4,0,4,0,New South Wales,2020-02-28,Australie,4
Australia New South Wales,-33.8688,151.2093,4,0,4,0,New South Wales,2020-02-29,Australie,4
Australia New South Wales,-33.8688,151.2093,6,0,4,2,New South Wales,2020-03-01,Australie,6
Australia New South Wales,-33.8688,151.2093,6,0,4,2,New South Wales,2020-03-02,Australie,6
Australia New South Wales,-33.8688,151.2093,13,0,4,9,New South Wales,2020-03-03,Australie,13
Australia New South Wales,-33.8688,151.2093,22,1,4,17,New South Wales,2020-03-04,Australie,22
Australia New South Wales,-33.8688,151.2093,22,1,4,17,New South Wales,2020-03-05,Australie,22
Australia New South Wales,-33.8688,151.2093,26,1,4,21,New South Wales,2020-03-06,Australie,26
Australia New South Wales,-33.8688,151.2093,28,1,4,23,New South Wales,2020-03-07,Australie,28
Australia New South Wales,-33.8688,151.2093,38,2,4,32,New South Wales,2020-03-08,Australie,38
Australia New South Wales,-33.8688,151.2093,48,2,4,42,New South Wales,2020-03-09,Australie,48
Australia New South Wales,-33.8688,151.2093,55,2,4,49,New South Wales,2020-03-10,Australie,55
Australia New South Wales,-33.8688,151.2093,65,2,4,59,New South Wales,2020-03-11,Australie,65
Australia Victoria,-37.8136,144.9631,0,0,0,0,Victoria,2020-01-22,Australie,0
Australia Victoria,-37.8136,144.9631,0,0,0,0,Victoria,2020-01-23,Australie,0
Australia Victoria,-37.8136,144.9631,0,0,0,0,Victoria,2020-01-24,Australie,0
Australia Victoria,-37.8136,144.9631,0,0,0,0,Victoria,2020-01-25,Australie,0
Australia Victoria,-37.8136,144.9631,1,0,0,1,Victoria,2020-01-26,Australie,1
Australia Victoria,-37.8136,144.9631,1,0,0,1,Victoria,2020-01-27,Australie,1
Australia Victoria,-37.8136,144.9631,1,0,0,1,Victoria,2020-01-28,Australie,1
Australia Victoria,-37.8136,144.9631,1,0,0,1,Victoria,2020-01-29,Australie,1
Australia Victoria,-37.8136,144.9631,2,0,0,2,Victoria,2020-01-30,Australie,2
Australia Victoria,-37.8136,144.9631,3,0,0,3,Victoria,2020-01-31,Australie,3
Australia Victoria,-37.8136,144.9631,4,0,0,4,Victoria,2020-02-01,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,0,4,Victoria,2020-02-02,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,0,4,Victoria,2020-02-03,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,0,4,Victoria,2020-02-04,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,0,4,Victoria,2020-02-05,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,0,4,Victoria,2020-02-06,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,0,4,Victoria,2020-02-07,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,0,4,Victoria,2020-02-08,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,0,4,Victoria,2020-02-09,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,0,4,Victoria,2020-02-10,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,0,4,Victoria,2020-02-11,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,0,4,Victoria,2020-02-12,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,4,0,Victoria,2020-02-13,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,4,0,Victoria,2020-02-14,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,4,0,Victoria,2020-02-15,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,4,0,Victoria,2020-02-16,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,4,0,Victoria,2020-02-17,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,4,0,Victoria,2020-02-18,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,4,0,Victoria,2020-02-19,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,4,0,Victoria,2020-02-20,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,4,0,Victoria,2020-02-21,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,4,0,Victoria,2020-02-22,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,4,0,Victoria,2020-02-23,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,4,0,Victoria,2020-02-24,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,4,0,Victoria,2020-02-25,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,4,0,Victoria,2020-02-26,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,4,0,Victoria,2020-02-27,Australie,4
Australia Victoria,-37.8136,144.9631,4,0,4,0,Victoria,2020-02-28,Australie,4
Australia Victoria,-37.8136,144.9631,7,0,4,3,Victoria,2020-02-29,Australie,7
Australia Victoria,-37.8136,144.9631,7,0,4,3,Victoria,2020-03-01,Australie,7
Australia Victoria,-37.8136,144.9631,9,0,4,5,Victoria,2020-03-02,Australie,9
Australia Victoria,-37.8136,144.9631,9,0,4,5,Victoria,2020-03-03,Australie,9
Australia Victoria,-37.8136,144.9631,10,0,4,6,Victoria,2020-03-04,Australie,10
Australia Victoria,-37.8136,144.9631,10,0,7,3,Victoria,2020-03-05,Australie,10
Australia Victoria,-37.8136,144.9631,10,0,7,3,Victoria,2020-03-06,Australie,10
Australia Victoria,-37.8136,144.9631,11,0,7,4,Victoria,2020-03-07,Australie,11
Australia Victoria,-37.8136,144.9631,11,0,7,4,Victoria,2020-03-08,Australie,11
Australia Victoria,-37.8136,144.9631,15,0,7,8,Victoria,2020-03-09,Australie,15
Australia Victoria,-37.8136,144.9631,18,0,7,11,Victoria,2020-03-10,Australie,18
Australia Victoria,-37.8136,144.9631,21,0,7,14,Victoria,2020-03-11,Australie,21
Australia Queensland,-28.0167,153.4,0,0,0,0,Queensland,2020-01-22,Australie,0
Australia Queensland,-28.0167,153.4,0,0,0,0,Queensland,2020-01-23,Australie,0
Australia Queensland,-28.0167,153.4,0,0,0,0,Queensland,2020-01-24,Australie,0
Australia Queensland,-28.0167,153.4,0,0,0,0,Queensland,2020-01-25,Australie,0
Australia Queensland,-28.0167,153.4,0,0,0,0,Queensland,2020-01-26,Australie,0
Australia Queensland,-28.0167,153.4,0,0,0,0,Queensland,2020-01-27,Australie,0
Australia Queensland,-28.0167,153.4,0,0,0,0,Queensland,2020-01-28,Australie,0
Australia Queensland,-28.0167,153.4,1,0,0,1,Queensland,2020-01-29,Australie,1
Australia Queensland,-28.0167,153.4,3,0,0,3,Queensland,2020-01-30,Australie,3
Australia Queensland,-28.0167,153.4,2,0,0,2,Queensland,2020-01-31,Australie,2
Australia Queensland,-28.0167,153.4,3,0,0,3,Queensland,2020-02-01,Australie,3
Australia Queensland,-28.0167,153.4,2,0,0,2,Queensland,2020-02-02,Australie,2
Australia Queensland,-28.0167,153.4,2,0,0,2,Queensland,2020-02-03,Australie,2
Australia Queensland,-28.0167,153.4,3,0,0,3,Queensland,2020-02-04,Australie,3
Australia Queensland,-28.0167,153.4,3,0,0,3,Queensland,2020-02-05,Australie,3
Australia Queensland,-28.0167,153.4,4,0,0,4,Queensland,2020-02-06,Australie,4
Australia Queensland,-28.0167,153.4,5,0,0,5,Queensland,2020-02-07,Australie,5
Australia Queensland,-28.0167,153.4,5,0,0,5,Queensland,2020-02-08,Australie,5
Australia Queensland,-28.0167,153.4,5,0,0,5,Queensland,2020-02-09,Australie,5
Australia Queensland,-28.0167,153.4,5,0,0,5,Queensland,2020-02-10,Australie,5
Australia Queensland,-28.0167,153.4,5,0,0,5,Queensland,2020-02-11,Australie,5
Australia Queensland,-28.0167,153.4,5,0,0,5,Queensland,2020-02-12,Australie,5
Australia Queensland,-28.0167,153.4,5,0,0,5,Queensland,2020-02-13,Australie,5
Australia Queensland,-28.0167,153.4,5,0,0,5,Queensland,2020-02-14,Australie,5
Australia Queensland,-28.0167,153.4,5,0,0,5,Queensland,2020-02-15,Australie,5
Australia Queensland,-28.0167,153.4,5,0,0,5,Queensland,2020-02-16,Australie,5
Australia Queensland,-28.0167,153.4,5,0,0,5,Queensland,2020-02-17,Australie,5
Australia Queensland,-28.0167,153.4,5,0,0,5,Queensland,2020-02-18,Australie,5
Australia Queensland,-28.0167,153.4,5,0,0,5,Queensland,2020-02-19,Australie,5
Australia Queensland,-28.0167,153.4,5,0,0,5,Queensland,2020-02-20,Australie,5
Australia Queensland,-28.0167,153.4,5,0,1,4,Queensland,2020-02-21,Australie,5
Australia Queensland,-28.0167,153.4,5,0,1,4,Queensland,2020-02-22,Australie,5
Australia Queensland,-28.0167,153.4,5,0,1,4,Queensland,2020-02-23,Australie,5
Australia Queensland,-28.0167,153.4,5,0,1,4,Queensland,2020-02-24,Australie,5
Australia Queensland,-28.0167,153.4,5,0,1,4,Queensland,2020-02-25,Australie,5
Australia Queensland,-28.0167,153.4,5,0,1,4,Queensland,2020-02-26,Australie,5
Australia Queensland,-28.0167,153.4,5,0,1,4,Queensland,2020-02-27,Australie,5
Australia Queensland,-28.0167,153.4,5,0,1,4,Queensland,2020-02-28,Australie,5
Australia Queensland,-28.0167,153.4,9,0,1,8,Queensland,2020-02-29,Australie,9
Australia Queensland,-28.0167,153.4,9,0,1,8,Queensland,2020-03-01,Australie,9
Australia Queensland,-28.0167,153.4,9,0,1,8,Queensland,2020-03-02,Australie,9
Australia Queensland,-28.0167,153.4,11,0,1,10,Queensland,2020-03-03,Australie,11
Australia Queensland,-28.0167,153.4,11,0,1,10,Queensland,2020-03-04,Australie,11
Australia Queensland,-28.0167,153.4,13,0,8,5,Queensland,2020-03-05,Australie,13
Australia Queensland,-28.0167,153.4,13,0,8,5,Queensland,2020-03-06,Australie,13
Australia Queensland,-28.0167,153.4,13,0,8,5,Queensland,2020-03-07,Australie,13
Australia Queensland,-28.0167,153.4,15,0,8,7,Queensland,2020-03-08,Australie,15
Australia Queensland,-28.0167,153.4,15,0,8,7,Queensland,2020-03-09,Australie,15
Australia Queensland,-28.0167,153.4,18,0,8,10,Queensland,2020-03-10,Australie,18
Australia Queensland,-28.0167,153.4,20,0,8,12,Queensland,2020-03-11,Australie,20
Cambodia,11.55,104.9167,0,0,0,0,,2020-01-22,Cambodge,0
Cambodia,11.55,104.9167,0,0,0,0,,2020-01-23,Cambodge,0
Cambodia,11.55,104.9167,0,0,0,0,,2020-01-24,Cambodge,0
Cambodia,11.55,104.9167,0,0,0,0,,2020-01-25,Cambodge,0
Cambodia,11.55,104.9167,0,0,0,0,,2020-01-26,Cambodge,0
Cambodia,11.55,104.9167,1,0,0,1,,2020-01-27,Cambodge,1
Cambodia,11.55,104.9167,1,0,0,1,,2020-01-28,Cambodge,1
Cambodia,11.55,104.9167,1,0,0,1,,2020-01-29,Cambodge,1
Cambodia,11.55,104.9167,1,0,0,1,,2020-01-30,Cambodge,1
Cambodia,11.55,104.9167,1,0,0,1,,2020-01-31,Cambodge,1
Cambodia,11.55,104.9167,1,0,0,1,,2020-02-01,Cambodge,1
Cambodia,11.55,104.9167,1,0,0,1,,2020-02-02,Cambodge,1
Cambodia,11.55,104.9167,1,0,0,1,,2020-02-03,Cambodge,1
Cambodia,11.55,104.9167,1,0,0,1,,2020-02-04,Cambodge,1
Cambodia,11.55,104.9167,1,0,0,1,,2020-02-05,Cambodge,1
Cambodia,11.55,104.9167,1,0,0,1,,2020-02-06,Cambodge,1
Cambodia,11.55,104.9167,1,0,0,1,,2020-02-07,Cambodge,1
Cambodia,11.55,104.9167,1,0,0,1,,2020-02-08,Cambodge,1
Cambodia,11.55,104.9167,1,0,0,1,,2020-02-09,Cambodge,1
Cambodia,11.55,104.9167,1,0,0,1,,2020-02-10,Cambodge,1
Cambodia,11.55,104.9167,1,0,0,1,,2020-02-11,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-02-12,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-02-13,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-02-14,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-02-15,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-02-16,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-02-17,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-02-18,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-02-19,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-02-20,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-02-21,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-02-22,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-02-23,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-02-24,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-02-25,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-02-26,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-02-27,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-02-28,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-02-29,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-03-01,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-03-02,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-03-03,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-03-04,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-03-05,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-03-06,Cambodge,1
Cambodia,11.55,104.9167,1,0,1,0,,2020-03-07,Cambodge,1
Cambodia,11.55,104.9167,2,0,1,1,,2020-03-08,Cambodge,2
Cambodia,11.55,104.9167,2,0,1,1,,2020-03-09,Cambodge,2
Cambodia,11.55,104.9167,2,0,1,1,,2020-03-10,Cambodge,2
Cambodia,11.55,104.9167,3,0,1,2,,2020-03-11,Cambodge,3
Sri Lanka,7.0,81.0,0,0,0,0,,2020-01-22,Sri Lanka,0
Sri Lanka,7.0,81.0,0,0,0,0,,2020-01-23,Sri Lanka,0
Sri Lanka,7.0,81.0,0,0,0,0,,2020-01-24,Sri Lanka,0
Sri Lanka,7.0,81.0,0,0,0,0,,2020-01-25,Sri Lanka,0
Sri Lanka,7.0,81.0,0,0,0,0,,2020-01-26,Sri Lanka,0
Sri Lanka,7.0,81.0,1,0,0,1,,2020-01-27,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,0,1,,2020-01-28,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,0,1,,2020-01-29,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,0,1,,2020-01-30,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,0,1,,2020-01-31,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,0,1,,2020-02-01,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,0,1,,2020-02-02,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,0,1,,2020-02-03,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,0,1,,2020-02-04,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,0,1,,2020-02-05,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,0,1,,2020-02-06,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,0,1,,2020-02-07,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-02-08,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-02-09,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-02-10,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-02-11,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-02-12,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-02-13,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-02-14,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-02-15,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-02-16,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-02-17,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-02-18,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-02-19,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-02-20,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-02-21,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-02-22,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-02-23,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-02-24,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-02-25,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-02-26,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-02-27,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-02-28,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-02-29,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-03-01,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-03-02,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-03-03,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-03-04,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-03-05,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-03-06,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-03-07,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-03-08,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-03-09,Sri Lanka,1
Sri Lanka,7.0,81.0,1,0,1,0,,2020-03-10,Sri Lanka,1
Sri Lanka,7.0,81.0,2,0,1,1,,2020-03-11,Sri Lanka,2
Germany,51.0,9.0,0,0,0,0,,2020-01-22,Allemagne,0
Germany,51.0,9.0,0,0,0,0,,2020-01-23,Allemagne,0
Germany,51.0,9.0,0,0,0,0,,2020-01-24,Allemagne,0
Germany,51.0,9.0,0,0,0,0,,2020-01-25,Allemagne,0
Germany,51.0,9.0,0,0,0,0,,2020-01-26,Allemagne,0
Germany,51.0,9.0,1,0,0,1,,2020-01-27,Allemagne,1
Germany,51.0,9.0,4,0,0,4,,2020-01-28,Allemagne,4
Germany,51.0,9.0,4,0,0,4,,2020-01-29,Allemagne,4
Germany,51.0,9.0,4,0,0,4,,2020-01-30,Allemagne,4
Germany,51.0,9.0,5,0,0,5,,2020-01-31,Allemagne,5
Germany,51.0,9.0,8,0,0,8,,2020-02-01,Allemagne,8
Germany,51.0,9.0,10,0,0,10,,2020-02-02,Allemagne,10
Germany,51.0,9.0,12,0,0,12,,2020-02-03,Allemagne,12
Germany,51.0,9.0,12,0,0,12,,2020-02-04,Allemagne,12
Germany,51.0,9.0,12,0,0,12,,2020-02-05,Allemagne,12
Germany,51.0,9.0,12,0,0,12,,2020-02-06,Allemagne,12
Germany,51.0,9.0,13,0,0,13,,2020-02-07,Allemagne,13
Germany,51.0,9.0,13,0,0,13,,2020-02-08,Allemagne,13
Germany,51.0,9.0,14,0,0,14,,2020-02-09,Allemagne,14
Germany,51.0,9.0,14,0,0,14,,2020-02-10,Allemagne,14
Germany,51.0,9.0,16,0,0,16,,2020-02-11,Allemagne,16
Germany,51.0,9.0,16,0,0,16,,2020-02-12,Allemagne,16
Germany,51.0,9.0,16,0,1,15,,2020-02-13,Allemagne,16
Germany,51.0,9.0,16,0,1,15,,2020-02-14,Allemagne,16
Germany,51.0,9.0,16,0,1,15,,2020-02-15,Allemagne,16
Germany,51.0,9.0,16,0,1,15,,2020-02-16,Allemagne,16
Germany,51.0,9.0,16,0,1,15,,2020-02-17,Allemagne,16
Germany,51.0,9.0,16,0,12,4,,2020-02-18,Allemagne,16
Germany,51.0,9.0,16,0,12,4,,2020-02-19,Allemagne,16
Germany,51.0,9.0,16,0,12,4,,2020-02-20,Allemagne,16
Germany,51.0,9.0,16,0,14,2,,2020-02-21,Allemagne,16
Germany,51.0,9.0,16,0,14,2,,2020-02-22,Allemagne,16
Germany,51.0,9.0,16,0,14,2,,2020-02-23,Allemagne,16
Germany,51.0,9.0,16,0,14,2,,2020-02-24,Allemagne,16
Germany,51.0,9.0,17,0,14,3,,2020-02-25,Allemagne,17
Germany,51.0,9.0,27,0,15,12,,2020-02-26,Allemagne,27
Germany,51.0,9.0,46,0,16,30,,2020-02-27,Allemagne,46
Germany,51.0,9.0,48,0,16,32,,2020-02-28,Allemagne,48
Germany,51.0,9.0,79,0,16,63,,2020-02-29,Allemagne,79
Germany,51.0,9.0,130,0,16,114,,2020-03-01,Allemagne,130
Germany,51.0,9.0,159,0,16,143,,2020-03-02,Allemagne,159
Germany,51.0,9.0,196,0,16,180,,2020-03-03,Allemagne,196
Germany,51.0,9.0,262,0,16,246,,2020-03-04,Allemagne,262
Germany,51.0,9.0,482,0,16,466,,2020-03-05,Allemagne,482
Germany,51.0,9.0,670,0,17,653,,2020-03-06,Allemagne,670
Germany,51.0,9.0,799,0,18,781,,2020-03-07,Allemagne,799
Germany,51.0,9.0,1040,0,18,1022,,2020-03-08,Allemagne,1040
Germany,51.0,9.0,1176,2,18,1156,,2020-03-09,Allemagne,1176
Germany,51.0,9.0,1457,2,18,1437,,2020-03-10,Allemagne,1457
Germany,51.0,9.0,1908,3,25,1880,,2020-03-11,Allemagne,1908
Finland,64.0,26.0,0,0,0,0,,2020-01-22,Finlande,0
Finland,64.0,26.0,0,0,0,0,,2020-01-23,Finlande,0
Finland,64.0,26.0,0,0,0,0,,2020-01-24,Finlande,0
Finland,64.0,26.0,0,0,0,0,,2020-01-25,Finlande,0
Finland,64.0,26.0,0,0,0,0,,2020-01-26,Finlande,0
Finland,64.0,26.0,0,0,0,0,,2020-01-27,Finlande,0
Finland,64.0,26.0,0,0,0,0,,2020-01-28,Finlande,0
Finland,64.0,26.0,1,0,0,1,,2020-01-29,Finlande,1
Finland,64.0,26.0,1,0,0,1,,2020-01-30,Finlande,1
Finland,64.0,26.0,1,0,0,1,,2020-01-31,Finlande,1
Finland,64.0,26.0,1,0,0,1,,2020-02-01,Finlande,1
Finland,64.0,26.0,1,0,0,1,,2020-02-02,Finlande,1
Finland,64.0,26.0,1,0,0,1,,2020-02-03,Finlande,1
Finland,64.0,26.0,1,0,0,1,,2020-02-04,Finlande,1
Finland,64.0,26.0,1,0,0,1,,2020-02-05,Finlande,1
Finland,64.0,26.0,1,0,0,1,,2020-02-06,Finlande,1
Finland,64.0,26.0,1,0,0,1,,2020-02-07,Finlande,1
Finland,64.0,26.0,1,0,0,1,,2020-02-08,Finlande,1
Finland,64.0,26.0,1,0,0,1,,2020-02-09,Finlande,1
Finland,64.0,26.0,1,0,0,1,,2020-02-10,Finlande,1
Finland,64.0,26.0,1,0,0,1,,2020-02-11,Finlande,1
Finland,64.0,26.0,1,0,1,0,,2020-02-12,Finlande,1
Finland,64.0,26.0,1,0,1,0,,2020-02-13,Finlande,1
Finland,64.0,26.0,1,0,1,0,,2020-02-14,Finlande,1
Finland,64.0,26.0,1,0,1,0,,2020-02-15,Finlande,1
Finland,64.0,26.0,1,0,1,0,,2020-02-16,Finlande,1
Finland,64.0,26.0,1,0,1,0,,2020-02-17,Finlande,1
Finland,64.0,26.0,1,0,1,0,,2020-02-18,Finlande,1
Finland,64.0,26.0,1,0,1,0,,2020-02-19,Finlande,1
Finland,64.0,26.0,1,0,1,0,,2020-02-20,Finlande,1
Finland,64.0,26.0,1,0,1,0,,2020-02-21,Finlande,1
Finland,64.0,26.0,1,0,1,0,,2020-02-22,Finlande,1
Finland,64.0,26.0,1,0,1,0,,2020-02-23,Finlande,1
Finland,64.0,26.0,1,0,1,0,,2020-02-24,Finlande,1
Finland,64.0,26.0,1,0,1,0,,2020-02-25,Finlande,1
Finland,64.0,26.0,2,0,1,1,,2020-02-26,Finlande,2
Finland,64.0,26.0,2,0,1,1,,2020-02-27,Finlande,2
Finland,64.0,26.0,2,0,1,1,,2020-02-28,Finlande,2
Finland,64.0,26.0,3,0,1,2,,2020-02-29,Finlande,3
Finland,64.0,26.0,6,0,1,5,,2020-03-01,Finlande,6
Finland,64.0,26.0,6,0,1,5,,2020-03-02,Finlande,6
Finland,64.0,26.0,6,0,1,5,,2020-03-03,Finlande,6
Finland,64.0,26.0,6,0,1,5,,2020-03-04,Finlande,6
Finland,64.0,26.0,12,0,1,11,,2020-03-05,Finlande,12
Finland,64.0,26.0,15,0,1,14,,2020-03-06,Finlande,15
Finland,64.0,26.0,15,0,1,14,,2020-03-07,Finlande,15
Finland,64.0,26.0,23,0,1,22,,2020-03-08,Finlande,23
Finland,64.0,26.0,30,0,1,29,,2020-03-09,Finlande,30
Finland,64.0,26.0,40,0,1,39,,2020-03-10,Finlande,40
Finland,64.0,26.0,59,0,1,58,,2020-03-11,Finlande,59
United Arab Emirates,24.0,54.0,0,0,0,0,,2020-01-22,Émirats arabes unis,0
United Arab Emirates,24.0,54.0,0,0,0,0,,2020-01-23,Émirats arabes unis,0
United Arab Emirates,24.0,54.0,0,0,0,0,,2020-01-24,Émirats arabes unis,0
United Arab Emirates,24.0,54.0,0,0,0,0,,2020-01-25,Émirats arabes unis,0
United Arab Emirates,24.0,54.0,0,0,0,0,,2020-01-26,Émirats arabes unis,0
United Arab Emirates,24.0,54.0,0,0,0,0,,2020-01-27,Émirats arabes unis,0
United Arab Emirates,24.0,54.0,0,0,0,0,,2020-01-28,Émirats arabes unis,0
United Arab Emirates,24.0,54.0,4,0,0,4,,2020-01-29,Émirats arabes unis,4
United Arab Emirates,24.0,54.0,4,0,0,4,,2020-01-30,Émirats arabes unis,4
United Arab Emirates,24.0,54.0,4,0,0,4,,2020-01-31,Émirats arabes unis,4
United Arab Emirates,24.0,54.0,4,0,0,4,,2020-02-01,Émirats arabes unis,4
United Arab Emirates,24.0,54.0,5,0,0,5,,2020-02-02,Émirats arabes unis,5
