country_day,Allemagne,Brésil,Colombie,Espagne,France,Inde,Italie,Mexique,Suisse,Équateur,États-Unis
261,9826.0,,,31890.9,29714.2,,15910.9,,29982.5,,
262,10037.5,,,32171.2,30393.5,,16492.2,,31478.0,,
263,10309.9,,,32497.6,30817.0,,17038.3,,32007.3,,
264,10594.7,,,32843.4,31132.6,,17667.5,,32719.4,,
265,10871.3,,,33166.3,31474.1,,18345.1,,33303.2,,
266,11060.9,,,33166.3,31740.9,,18962.2,,33879.3,,
267,,,,33166.3,,,19525.1,,33879.3,,
268,,,,,,,19978.3,,,,
269,,,,,,,20511.6,,,,
270,,,,,,,21079.5,,,,
271,,,,,,,21678.9,,,,
272,,,,,,,22295.8,,,,
273,,,,,,,22871.8,,,,
