abbrev,timestamp,confirmed_daily,confirmed_sum,population,confirmed_14days,death_daily,death_sum,death_14days,lat,lng,name,no,abbr,daily_rate,sum_rate,daily_perc,sum_perc,n
BL,2020-06-11,0,888,289468,1.73,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,306.8,0.0,0.307,0
BL,2020-06-12,0,888,289468,1.38,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,306.8,0.0,0.307,0
BL,2020-06-13,0,888,289468,1.38,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,306.8,0.0,0.307,0
BL,2020-06-14,0,888,289468,1.04,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,306.8,0.0,0.307,0
BL,2020-06-15,1,889,289468,1.04,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.3,307.1,0.0,0.307,1
BL,2020-06-16,0,889,289468,1.04,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,307.1,0.0,0.307,0
BL,2020-06-17,0,889,289468,0.69,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,307.1,0.0,0.307,0
BL,2020-06-18,0,889,289468,0.69,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,307.1,0.0,0.307,0
BL,2020-06-19,1,890,289468,1.04,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.3,307.5,0.0,0.308,1
BL,2020-06-20,1,891,289468,1.38,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.3,307.8,0.0,0.308,1
BL,2020-06-21,0,891,289468,1.38,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,307.8,0.0,0.308,0
BL,2020-06-22,2,893,289468,1.73,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.7,308.5,0.001,0.308,2
BL,2020-06-23,1,894,289468,2.07,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.3,308.8,0.0,0.309,1
BL,2020-06-24,0,894,289468,2.07,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,308.8,0.0,0.309,0
BL,2020-06-25,3,897,289468,3.11,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.0,309.9,0.001,0.31,3
BL,2020-06-26,3,900,289468,4.15,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.0,310.9,0.001,0.311,3
BL,2020-06-27,0,900,289468,4.15,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,310.9,0.0,0.311,0
BL,2020-06-28,0,900,289468,4.15,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,310.9,0.0,0.311,0
BL,2020-06-29,0,900,289468,3.8,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,310.9,0.0,0.311,0
BL,2020-06-30,2,902,289468,4.49,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.7,311.6,0.001,0.312,2
BL,2020-07-01,4,906,289468,5.87,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.4,313.0,0.001,0.313,4
BL,2020-07-02,0,906,289468,5.87,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,313.0,0.0,0.313,0
BL,2020-07-03,3,909,289468,6.56,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.0,314.0,0.001,0.314,3
BL,2020-07-04,1,910,289468,6.56,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.3,314.4,0.0,0.314,1
BL,2020-07-05,2,912,289468,7.25,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.7,315.1,0.001,0.315,2
BL,2020-07-06,4,916,289468,7.95,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.4,316.4,0.001,0.316,4
BL,2020-07-07,3,919,289468,8.64,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.0,317.5,0.001,0.318,3
BL,2020-07-08,5,924,289468,10.36,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.7,319.2,0.002,0.319,5
BL,2020-07-09,3,927,289468,10.36,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.0,320.2,0.001,0.32,3
BL,2020-07-10,4,931,289468,10.71,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.4,321.6,0.001,0.322,4
BL,2020-07-11,3,934,289468,11.75,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.0,322.7,0.001,0.323,3
BL,2020-07-12,0,934,289468,11.75,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,322.7,0.0,0.323,0
BL,2020-07-13,5,939,289468,13.47,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.7,324.4,0.002,0.324,5
BL,2020-07-14,1,940,289468,13.13,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.3,324.7,0.0,0.325,1
BL,2020-07-15,0,940,289468,11.75,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,324.7,0.0,0.325,0
BL,2020-07-16,3,943,289468,12.78,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.0,325.8,0.001,0.326,3
BL,2020-07-17,0,943,289468,11.75,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,325.8,0.0,0.326,0
BL,2020-07-18,0,943,289468,11.4,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,325.8,0.0,0.326,0
BL,2020-07-19,1,944,289468,11.05,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.3,326.1,0.0,0.326,1
BL,2020-07-20,1,945,289468,10.02,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.3,326.5,0.0,0.326,1
BL,2020-07-21,4,949,289468,10.36,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.4,327.8,0.001,0.328,4
BL,2020-07-22,1,950,289468,8.98,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.3,328.2,0.0,0.328,1
BL,2020-07-23,1,951,289468,8.29,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.3,328.5,0.0,0.328,1
BL,2020-07-24,4,955,289468,8.29,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.4,329.9,0.001,0.33,4
BL,2020-07-25,0,955,289468,7.25,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,329.9,0.0,0.33,0
BL,2020-07-26,0,955,289468,7.25,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,329.9,0.0,0.33,0
BL,2020-07-27,3,958,289468,6.56,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.0,331.0,0.001,0.331,3
BL,2020-07-28,2,960,289468,6.91,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.7,331.6,0.001,0.332,2
BL,2020-07-29,1,961,289468,7.25,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.3,332.0,0.0,0.332,1
BL,2020-07-30,4,965,289468,7.6,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.4,333.4,0.001,0.333,4
BL,2020-07-31,3,968,289468,8.64,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.0,334.4,0.001,0.334,3
BL,2020-08-01,0,968,289468,8.64,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,334.4,0.0,0.334,0
BL,2020-08-02,3,971,289468,9.33,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.0,335.4,0.001,0.335,3
BL,2020-08-03,7,978,289468,11.4,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,2.4,337.9,0.002,0.338,7
BL,2020-08-04,4,982,289468,11.4,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.4,339.2,0.001,0.339,4
BL,2020-08-05,2,984,289468,11.75,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.7,339.9,0.001,0.34,2
BL,2020-08-06,1,985,289468,11.75,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.3,340.3,0.0,0.34,1
BL,2020-08-07,1,986,289468,10.71,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.3,340.6,0.0,0.341,1
BL,2020-08-08,0,986,289468,10.71,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,340.6,0.0,0.341,0
BL,2020-08-09,2,988,289468,11.4,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.7,341.3,0.001,0.341,2
BL,2020-08-10,6,994,289468,12.44,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,2.1,343.4,0.002,0.343,6
BL,2020-08-11,4,998,289468,13.13,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.4,344.8,0.001,0.345,4
BL,2020-08-12,2,1000,289468,13.47,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.7,345.5,0.001,0.346,2
BL,2020-08-13,3,1003,289468,13.13,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.0,346.5,0.001,0.346,3
BL,2020-08-14,9,1012,289468,15.2,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,3.1,349.6,0.003,0.35,9
BL,2020-08-15,2,1014,289468,15.89,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.7,350.3,0.001,0.35,2
BL,2020-08-16,3,1017,289468,15.89,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.0,351.3,0.001,0.351,3
BL,2020-08-17,2,1019,289468,14.16,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.7,352.0,0.001,0.352,2
BL,2020-08-18,2,1021,289468,13.47,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.7,352.7,0.001,0.353,2
BL,2020-08-19,10,1031,289468,16.24,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,3.5,356.2,0.004,0.356,10
BL,2020-08-20,11,1042,289468,19.69,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,3.8,360.0,0.004,0.36,11
BL,2020-08-21,4,1046,289468,20.73,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.4,361.4,0.001,0.361,4
BL,2020-08-22,3,1049,289468,21.76,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.0,362.4,0.001,0.362,3
BL,2020-08-23,0,1049,289468,21.07,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,362.4,0.0,0.362,0
BL,2020-08-24,7,1056,289468,21.42,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,2.4,364.8,0.002,0.365,7
BL,2020-08-25,4,1060,289468,21.42,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.4,366.2,0.001,0.366,4
BL,2020-08-26,5,1065,289468,22.45,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.7,367.9,0.002,0.368,5
BL,2020-08-27,6,1071,289468,23.49,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,2.1,370.0,0.002,0.37,6
BL,2020-08-28,7,1078,289468,22.8,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,2.4,372.4,0.002,0.372,7
BL,2020-08-29,3,1081,289468,23.15,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.0,373.4,0.001,0.373,3
BL,2020-08-30,4,1085,289468,23.49,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.4,374.8,0.001,0.375,4
BL,2020-08-31,4,1089,289468,24.18,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.4,376.2,0.001,0.376,4
BL,2020-09-01,6,1095,289468,25.56,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,2.1,378.3,0.002,0.378,6
BL,2020-09-02,4,1099,289468,23.49,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.4,379.7,0.001,0.38,4
BL,2020-09-03,1,1100,289468,20.04,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.3,380.0,0.0,0.38,1
BL,2020-09-04,4,1104,289468,20.04,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.4,381.4,0.001,0.381,4
BL,2020-09-05,4,1108,289468,20.38,0,34,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.4,382.8,0.001,0.383,4
BL,2020-09-06,1,1109,289468,20.73,1,35,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.3,383.1,0.0,0.383,1
BL,2020-09-07,8,1117,289468,21.07,0,35,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,2.8,385.9,0.003,0.386,8
BL,2020-09-08,5,1122,289468,21.42,0,35,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.7,387.6,0.002,0.388,5
BL,2020-09-09,6,1128,289468,21.76,0,35,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,2.1,389.7,0.002,0.39,6
BL,2020-09-10,7,1135,289468,22.11,0,35,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,2.4,392.1,0.002,0.392,7
BL,2020-09-11,4,1139,289468,21.07,0,35,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.4,393.5,0.001,0.394,4
BL,2020-09-12,2,1141,289468,20.73,0,35,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.7,394.2,0.001,0.394,2
BL,2020-09-13,0,1141,289468,19.35,0,35,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,394.2,0.0,0.394,0
BL,2020-09-14,7,1148,289468,20.38,0,35,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,2.4,396.6,0.002,0.397,7
BL,2020-09-15,1,1149,289468,18.65,0,35,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.3,396.9,0.0,0.397,1
BL,2020-09-16,4,1153,289468,18.65,0,35,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.4,398.3,0.001,0.398,4
BL,2020-09-17,3,1156,289468,19.35,0,35,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.0,399.4,0.001,0.399,3
BL,2020-09-18,1,1157,289468,18.31,1,36,0.69,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.3,399.7,0.0,0.4,1
BL,2020-09-19,0,1157,289468,16.93,0,36,0.69,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.0,399.7,0.0,0.4,0
BL,2020-09-20,3,1160,289468,17.62,0,36,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.0,400.7,0.001,0.401,3
BL,2020-09-21,2,1162,289468,15.55,0,36,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.7,401.4,0.001,0.401,2
BL,2020-09-22,3,1165,289468,14.85,0,36,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.0,402.5,0.001,0.402,3
BL,2020-09-23,2,1167,289468,13.47,0,36,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.7,403.2,0.001,0.403,2
BL,2020-09-24,7,1174,289468,13.47,0,36,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,2.4,405.6,0.002,0.406,7
BL,2020-09-25,2,1176,289468,12.78,0,36,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.7,406.3,0.001,0.406,2
BL,2020-09-26,1,1177,289468,12.44,0,36,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.3,406.6,0.0,0.407,1
BL,2020-09-27,2,1179,289468,13.13,0,36,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.7,407.3,0.001,0.407,2
BL,2020-09-28,1,1180,289468,11.05,0,36,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.3,407.6,0.0,0.408,1
BL,2020-09-29,2,1182,289468,11.4,0,36,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.7,408.3,0.001,0.408,2
BL,2020-09-30,7,1189,289468,12.44,0,36,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,2.4,410.8,0.002,0.411,7
BL,2020-10-01,5,1194,289468,13.13,0,36,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,1.7,412.5,0.002,0.412,5
BL,2020-10-02,8,1202,289468,15.55,0,36,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,2.8,415.2,0.003,0.415,8
BL,2020-10-03,2,1204,289468,16.24,0,36,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,0.7,415.9,0.001,0.416,2
BL,2020-10-04,8,1212,289468,17.96,0,36,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,2.8,418.7,0.003,0.419,8
BL,2020-10-05,12,1224,289468,21.42,0,36,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,4.1,422.8,0.004,0.423,12
BL,2020-10-06,12,1236,289468,24.53,0,36,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,4.1,427.0,0.004,0.427,12
BL,2020-10-07,16,1252,289468,29.36,0,36,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,5.5,432.5,0.006,0.432,16
BL,2020-10-08,18,1270,289468,33.16,0,36,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,6.2,438.7,0.006,0.439,18
BL,2020-10-09,20,1290,289468,39.38,0,36,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,6.9,445.6,0.007,0.446,20
BL,2020-10-10,12,1302,289468,43.18,0,36,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,4.1,449.8,0.004,0.45,12
BL,2020-10-11,21,1323,289468,49.75,0,36,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,7.3,457.0,0.007,0.457,21
BL,2020-10-12,56,1379,289468,68.75,0,36,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,19.3,476.4,0.019,0.476,56
BL,2020-10-13,31,1410,289468,78.77,0,36,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,10.7,487.1,0.011,0.487,31
BL,2020-10-14,56,1466,289468,95.69,0,36,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,19.3,506.4,0.019,0.506,56
BL,2020-10-15,54,1520,289468,112.62,0,36,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,18.7,525.1,0.019,0.525,54
BL,2020-10-16,61,1581,289468,130.93,0,36,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,21.1,546.2,0.021,0.546,61
BL,2020-10-17,32,1613,289468,141.29,0,36,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,11.1,557.2,0.011,0.557,32
BL,2020-10-18,28,1641,289468,148.2,0,36,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,9.7,566.9,0.01,0.567,28
BL,2020-10-19,87,1728,289468,174.11,0,36,0.0,47.4418122,7.7644002,Bâle-Campagne,13,BL,30.1,597.0,0.03,0.597,87
BL,2020-10-20,72,1800,289468,194.84,1,37,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,24.9,621.8,0.025,0.622,72
BL,2020-10-21,83,1883,289468,217.99,0,37,0.35,47.4418122,7.7644002,Bâle-Campagne,13,BL,28.7,650.5,0.029,0.65,83
BL,2020-10-22,114,1997,289468,251.15,1,38,0.69,47.4418122,7.7644002,Bâle-Campagne,13,BL,39.4,689.9,0.039,0.69,114
BL,2020-10-23,122,2119,289468,286.39,0,38,0.69,47.4418122,7.7644002,Bâle-Campagne,13,BL,42.1,732.0,0.042,0.732,122
BL,2020-10-24,72,2191,289468,307.12,0,38,0.69,47.4418122,7.7644002,Bâle-Campagne,13,BL,24.9,756.9,0.025,0.757,72
BL,2020-10-25,63,2254,289468,321.62,0,38,0.69,47.4418122,7.7644002,Bâle-Campagne,13,BL,21.8,778.7,0.022,0.779,63
BL,2020-10-26,136,2390,289468,349.26,0,38,0.69,47.4418122,7.7644002,Bâle-Campagne,13,BL,47.0,825.7,0.047,0.826,136
BL,2020-10-27,124,2514,289468,381.39,0,38,0.69,47.4418122,7.7644002,Bâle-Campagne,13,BL,42.8,868.5,0.043,0.868,124
BL,2020-10-28,136,2650,289468,409.03,2,40,1.38,47.4418122,7.7644002,Bâle-Campagne,13,BL,47.0,915.5,0.047,0.916,136
BL,2020-10-29,110,2760,289468,428.37,0,40,1.38,47.4418122,7.7644002,Bâle-Campagne,13,BL,38.0,953.5,0.038,0.954,110
BL,2020-10-30,177,2937,289468,468.45,0,40,1.38,47.4418122,7.7644002,Bâle-Campagne,13,BL,61.1,1014.6,0.061,1.015,177
BL,2020-10-31,119,3056,289468,498.5,0,40,1.38,47.4418122,7.7644002,Bâle-Campagne,13,BL,41.1,1055.7,0.041,1.056,119
BL,2020-11-01,59,3115,289468,509.21,2,42,2.07,47.4418122,7.7644002,Bâle-Campagne,13,BL,20.4,1076.1,0.02,1.076,59
BL,2020-11-02,177,3292,289468,540.3,1,43,2.42,47.4418122,7.7644002,Bâle-Campagne,13,BL,61.1,1137.3,0.061,1.137,177
BL,2020-11-03,137,3429,289468,562.76,0,43,2.07,47.4418122,7.7644002,Bâle-Campagne,13,BL,47.3,1184.6,0.047,1.185,137
BL,2020-11-04,131,3560,289468,579.34,0,43,2.07,47.4418122,7.7644002,Bâle-Campagne,13,BL,45.3,1229.8,0.045,1.23,131
BL,2020-11-05,104,3664,289468,575.88,0,43,1.73,47.4418122,7.7644002,Bâle-Campagne,13,BL,35.9,1265.8,0.036,1.266,104
BL,2020-11-06,103,3767,289468,569.32,0,43,1.73,47.4418122,7.7644002,Bâle-Campagne,13,BL,35.6,1301.4,0.036,1.301,103
BL,2020-11-07,50,3817,289468,561.72,0,43,1.73,47.4418122,7.7644002,Bâle-Campagne,13,BL,17.3,1318.6,0.017,1.319,50
BL,2020-11-08,55,3872,289468,558.96,0,43,1.73,47.4418122,7.7644002,Bâle-Campagne,13,BL,19.0,1337.6,0.019,1.338,55
BL,2020-11-09,161,4033,289468,567.59,2,45,2.42,47.4418122,7.7644002,Bâle-Campagne,13,BL,55.6,1393.2,0.056,1.393,161
BL,2020-11-10,144,4177,289468,574.5,1,46,2.76,47.4418122,7.7644002,Bâle-Campagne,13,BL,49.7,1443.0,0.05,1.443,144
BL,2020-11-11,133,4310,289468,573.47,1,47,2.42,47.4418122,7.7644002,Bâle-Campagne,13,BL,45.9,1488.9,0.046,1.489,133
BL,2020-11-12,140,4450,289468,583.83,1,48,2.76,47.4418122,7.7644002,Bâle-Campagne,13,BL,48.4,1537.3,0.048,1.537,140
BL,2020-11-13,117,4567,289468,563.1,4,52,4.15,47.4418122,7.7644002,Bâle-Campagne,13,BL,40.4,1577.7,0.04,1.578,117
BL,2020-11-14,82,4649,289468,550.32,0,52,4.15,47.4418122,7.7644002,Bâle-Campagne,13,BL,28.3,1606.0,0.028,1.606,82
BL,2020-11-15,72,4721,289468,554.81,1,53,3.8,47.4418122,7.7644002,Bâle-Campagne,13,BL,24.9,1630.9,0.025,1.631,72
BL,2020-11-16,187,4908,289468,558.27,0,53,3.45,47.4418122,7.7644002,Bâle-Campagne,13,BL,64.6,1695.5,0.065,1.696,187
BL,2020-11-17,162,5070,289468,566.9,1,54,3.8,47.4418122,7.7644002,Bâle-Campagne,13,BL,56.0,1751.5,0.056,1.752,162
BL,2020-11-18,169,5239,289468,580.03,3,57,4.84,47.4418122,7.7644002,Bâle-Campagne,13,BL,58.4,1809.9,0.058,1.81,169
BL,2020-11-19,123,5362,289468,586.59,2,59,5.53,47.4418122,7.7644002,Bâle-Campagne,13,BL,42.5,1852.4,0.042,1.852,123
BL,2020-11-20,136,5498,289468,597.99,2,61,6.22,47.4418122,7.7644002,Bâle-Campagne,13,BL,47.0,1899.3,0.047,1.899,136
BL,2020-11-21,98,5596,289468,614.58,0,61,6.22,47.4418122,7.7644002,Bâle-Campagne,13,BL,33.9,1933.2,0.034,1.933,98
BL,2020-11-22,67,5663,289468,618.72,1,62,6.56,47.4418122,7.7644002,Bâle-Campagne,13,BL,23.1,1956.3,0.023,1.956,67
BL,2020-11-23,185,5848,289468,627.01,1,63,6.22,47.4418122,7.7644002,Bâle-Campagne,13,BL,63.9,2020.3,0.064,2.02,185
BL,2020-11-24,149,5997,289468,628.74,2,65,6.56,47.4418122,7.7644002,Bâle-Campagne,13,BL,51.5,2071.7,0.052,2.072,149
BL,2020-11-25,176,6173,289468,643.59,0,65,6.22,47.4418122,7.7644002,Bâle-Campagne,13,BL,60.8,2132.5,0.061,2.132,176
BL,2020-11-26,149,6322,289468,646.7,1,66,6.22,47.4418122,7.7644002,Bâle-Campagne,13,BL,51.5,2184.0,0.052,2.184,149
BL,2020-11-27,129,6451,289468,650.85,3,69,5.87,47.4418122,7.7644002,Bâle-Campagne,13,BL,44.6,2228.6,0.045,2.229,129
BL,2020-11-28,81,6532,289468,650.5,2,71,6.56,47.4418122,7.7644002,Bâle-Campagne,13,BL,28.0,2256.6,0.028,2.257,81
BL,2020-11-29,81,6613,289468,653.61,0,71,6.22,47.4418122,7.7644002,Bâle-Campagne,13,BL,28.0,2284.5,0.028,2.284,81
BL,2020-11-30,197,6810,289468,657.07,2,73,6.91,47.4418122,7.7644002,Bâle-Campagne,13,BL,68.1,2352.6,0.068,2.353,197
BL,2020-12-01,156,6966,289468,654.99,0,73,6.56,47.4418122,7.7644002,Bâle-Campagne,13,BL,53.9,2406.5,0.054,2.406,156
BL,2020-12-02,152,7118,289468,649.12,3,76,6.56,47.4418122,7.7644002,Bâle-Campagne,13,BL,52.5,2459.0,0.052,2.459,152
BL,2020-12-03,145,7263,289468,656.72,3,79,6.91,47.4418122,7.7644002,Bâle-Campagne,13,BL,50.1,2509.1,0.05,2.509,145
BL,2020-12-04,177,7440,289468,670.89,2,81,6.91,47.4418122,7.7644002,Bâle-Campagne,13,BL,61.1,2570.2,0.061,2.57,177
BL,2020-12-05,80,7520,289468,664.67,3,84,7.95,47.4418122,7.7644002,Bâle-Campagne,13,BL,27.6,2597.9,0.028,2.598,80
BL,2020-12-06,116,7636,289468,681.6,3,87,8.64,47.4418122,7.7644002,Bâle-Campagne,13,BL,40.1,2637.9,0.04,2.638,116
BL,2020-12-07,213,7849,289468,691.27,6,93,10.36,47.4418122,7.7644002,Bâle-Campagne,13,BL,73.6,2711.5,0.074,2.712,213
BL,2020-12-08,206,8055,289468,710.96,2,95,10.36,47.4418122,7.7644002,Bâle-Campagne,13,BL,71.2,2782.7,0.071,2.783,206
BL,2020-12-09,194,8249,289468,717.18,4,99,11.75,47.4418122,7.7644002,Bâle-Campagne,13,BL,67.0,2849.7,0.067,2.85,194
BL,2020-12-10,173,8422,289468,725.47,0,99,11.4,47.4418122,7.7644002,Bâle-Campagne,13,BL,59.8,2909.5,0.06,2.91,173
BL,2020-12-11,180,8602,289468,743.09,2,101,11.05,47.4418122,7.7644002,Bâle-Campagne,13,BL,62.2,2971.7,0.062,2.972,180
BL,2020-12-12,74,8676,289468,740.67,2,103,11.05,47.4418122,7.7644002,Bâle-Campagne,13,BL,25.6,2997.2,0.026,2.997,74
