date,id,confirmed_daily,confirmed_sum,status,abbrev,lat,lng,n,name,no,abbr,population,daily_rate,sum_rate,daily_perc,sum_perc,timestamp
2020-02-24,AG,0,0,,AG,47.3876664,8.1554295,0,Argovie,19,AG,678207,0.0,0.0,0.0,0.0,2020-02-24
2020-02-25,AG,1,1,,AG,47.3876664,8.1554295,1,Argovie,19,AG,678207,0.1,0.1,0.0,0.0,2020-02-25
2020-02-26,AG,0,1,,AG,47.3876664,8.1554295,0,Argovie,19,AG,678207,0.0,0.1,0.0,0.0,2020-02-26
2020-02-27,AG,0,1,,AG,47.3876664,8.1554295,0,Argovie,19,AG,678207,0.0,0.1,0.0,0.0,2020-02-27
2020-02-28,AG,0,1,,AG,47.3876664,8.1554295,0,Argovie,19,AG,678207,0.0,0.1,0.0,0.0,2020-02-28
2020-02-29,AG,2,3,,AG,47.3876664,8.1554295,2,Argovie,19,AG,678207,0.3,0.4,0.0,0.0,2020-02-29
2020-03-01,AG,2,5,,AG,47.3876664,8.1554295,2,Argovie,19,AG,678207,0.3,0.7,0.0,0.001,2020-03-01
2020-03-02,AG,1,6,,AG,47.3876664,8.1554295,1,Argovie,19,AG,678207,0.1,0.9,0.0,0.001,2020-03-02
2020-03-03,AG,1,7,,AG,47.3876664,8.1554295,1,Argovie,19,AG,678207,0.1,1.0,0.0,0.001,2020-03-03
2020-03-04,AG,3,10,,AG,47.3876664,8.1554295,3,Argovie,19,AG,678207,0.4,1.5,0.0,0.002,2020-03-04
2020-03-05,AG,2,12,,AG,47.3876664,8.1554295,2,Argovie,19,AG,678207,0.3,1.8,0.0,0.002,2020-03-05
2020-03-06,AG,2,14,,AG,47.3876664,8.1554295,2,Argovie,19,AG,678207,0.3,2.1,0.0,0.002,2020-03-06
2020-03-07,AG,0,14,,AG,47.3876664,8.1554295,0,Argovie,19,AG,678207,0.0,2.1,0.0,0.002,2020-03-07
2020-03-08,AG,1,15,,AG,47.3876664,8.1554295,1,Argovie,19,AG,678207,0.1,2.2,0.0,0.002,2020-03-08
2020-03-09,AG,3,18,,AG,47.3876664,8.1554295,3,Argovie,19,AG,678207,0.4,2.7,0.0,0.003,2020-03-09
2020-03-10,AG,3,21,,AG,47.3876664,8.1554295,3,Argovie,19,AG,678207,0.4,3.1,0.0,0.003,2020-03-10
2020-03-11,AG,7,28,,AG,47.3876664,8.1554295,7,Argovie,19,AG,678207,1.0,4.1,0.001,0.004,2020-03-11
2020-03-12,AG,7,35,,AG,47.3876664,8.1554295,7,Argovie,19,AG,678207,1.0,5.2,0.001,0.005,2020-03-12
2020-03-13,AG,6,41,,AG,47.3876664,8.1554295,6,Argovie,19,AG,678207,0.9,6.0,0.001,0.006,2020-03-13
2020-03-14,AG,10,51,,AG,47.3876664,8.1554295,10,Argovie,19,AG,678207,1.5,7.5,0.002,0.008,2020-03-14
2020-03-15,AG,8,59,,AG,47.3876664,8.1554295,8,Argovie,19,AG,678207,1.2,8.7,0.001,0.009,2020-03-15
2020-03-16,AG,33,92,,AG,47.3876664,8.1554295,33,Argovie,19,AG,678207,4.9,13.6,0.005,0.014,2020-03-16
2020-03-17,AG,36,128,,AG,47.3876664,8.1554295,36,Argovie,19,AG,678207,5.3,18.9,0.005,0.019,2020-03-17
2020-03-18,AG,35,163,,AG,47.3876664,8.1554295,35,Argovie,19,AG,678207,5.2,24.0,0.005,0.024,2020-03-18
2020-03-19,AG,32,195,,AG,47.3876664,8.1554295,32,Argovie,19,AG,678207,4.7,28.8,0.005,0.029,2020-03-19
2020-03-20,AG,37,232,,AG,47.3876664,8.1554295,37,Argovie,19,AG,678207,5.5,34.2,0.006,0.034,2020-03-20
2020-03-21,AG,11,243,,AG,47.3876664,8.1554295,11,Argovie,19,AG,678207,1.6,35.8,0.002,0.036,2020-03-21
2020-03-22,AG,9,252,,AG,47.3876664,8.1554295,9,Argovie,19,AG,678207,1.3,37.2,0.001,0.037,2020-03-22
2020-03-23,AG,42,294,,AG,47.3876664,8.1554295,42,Argovie,19,AG,678207,6.2,43.3,0.006,0.043,2020-03-23
2020-03-24,AG,54,348,,AG,47.3876664,8.1554295,54,Argovie,19,AG,678207,8.0,51.3,0.008,0.051,2020-03-24
2020-03-25,AG,46,394,,AG,47.3876664,8.1554295,46,Argovie,19,AG,678207,6.8,58.1,0.007,0.058,2020-03-25
2020-03-26,AG,35,429,,AG,47.3876664,8.1554295,35,Argovie,19,AG,678207,5.2,63.3,0.005,0.063,2020-03-26
2020-03-27,AG,54,483,,AG,47.3876664,8.1554295,54,Argovie,19,AG,678207,8.0,71.2,0.008,0.071,2020-03-27
2020-03-28,AG,22,505,,AG,47.3876664,8.1554295,22,Argovie,19,AG,678207,3.2,74.5,0.003,0.074,2020-03-28
2020-03-29,AG,18,523,,AG,47.3876664,8.1554295,18,Argovie,19,AG,678207,2.7,77.1,0.003,0.077,2020-03-29
2020-03-30,AG,59,582,,AG,47.3876664,8.1554295,59,Argovie,19,AG,678207,8.7,85.8,0.009,0.086,2020-03-30
2020-03-31,AG,42,624,,AG,47.3876664,8.1554295,42,Argovie,19,AG,678207,6.2,92.0,0.006,0.092,2020-03-31
2020-04-01,AG,37,661,,AG,47.3876664,8.1554295,37,Argovie,19,AG,678207,5.5,97.5,0.006,0.098,2020-04-01
2020-04-02,AG,33,694,,AG,47.3876664,8.1554295,33,Argovie,19,AG,678207,4.9,102.3,0.005,0.102,2020-04-02
2020-04-03,AG,40,734,,AG,47.3876664,8.1554295,40,Argovie,19,AG,678207,5.9,108.2,0.006,0.108,2020-04-03
2020-04-04,AG,23,757,,AG,47.3876664,8.1554295,23,Argovie,19,AG,678207,3.4,111.6,0.003,0.112,2020-04-04
2020-04-05,AG,11,768,,AG,47.3876664,8.1554295,11,Argovie,19,AG,678207,1.6,113.2,0.002,0.113,2020-04-05
2020-04-06,AG,43,811,,AG,47.3876664,8.1554295,43,Argovie,19,AG,678207,6.3,119.6,0.006,0.12,2020-04-06
2020-04-07,AG,35,846,,AG,47.3876664,8.1554295,35,Argovie,19,AG,678207,5.2,124.7,0.005,0.125,2020-04-07
2020-04-08,AG,22,868,,AG,47.3876664,8.1554295,22,Argovie,19,AG,678207,3.2,128.0,0.003,0.128,2020-04-08
2020-04-09,AG,25,893,,AG,47.3876664,8.1554295,25,Argovie,19,AG,678207,3.7,131.7,0.004,0.132,2020-04-09
2020-04-10,AG,11,904,,AG,47.3876664,8.1554295,11,Argovie,19,AG,678207,1.6,133.3,0.002,0.133,2020-04-10
2020-04-11,AG,5,909,,AG,47.3876664,8.1554295,5,Argovie,19,AG,678207,0.7,134.0,0.001,0.134,2020-04-11
2020-04-12,AG,8,917,,AG,47.3876664,8.1554295,8,Argovie,19,AG,678207,1.2,135.2,0.001,0.135,2020-04-12
2020-04-13,AG,12,929,,AG,47.3876664,8.1554295,12,Argovie,19,AG,678207,1.8,137.0,0.002,0.137,2020-04-13
2020-04-14,AG,24,953,,AG,47.3876664,8.1554295,24,Argovie,19,AG,678207,3.5,140.5,0.004,0.14,2020-04-14
2020-04-15,AG,16,969,,AG,47.3876664,8.1554295,16,Argovie,19,AG,678207,2.4,142.9,0.002,0.143,2020-04-15
2020-04-16,AG,19,988,,AG,47.3876664,8.1554295,19,Argovie,19,AG,678207,2.8,145.7,0.003,0.146,2020-04-16
2020-04-17,AG,23,1011,,AG,47.3876664,8.1554295,23,Argovie,19,AG,678207,3.4,149.1,0.003,0.149,2020-04-17
2020-04-18,AG,5,1016,,AG,47.3876664,8.1554295,5,Argovie,19,AG,678207,0.7,149.8,0.001,0.15,2020-04-18
2020-04-19,AG,0,1016,,AG,47.3876664,8.1554295,0,Argovie,19,AG,678207,0.0,149.8,0.0,0.15,2020-04-19
2020-04-20,AG,13,1029,,AG,47.3876664,8.1554295,13,Argovie,19,AG,678207,1.9,151.7,0.002,0.152,2020-04-20
2020-04-21,AG,15,1044,,AG,47.3876664,8.1554295,15,Argovie,19,AG,678207,2.2,153.9,0.002,0.154,2020-04-21
2020-04-22,AG,14,1058,,AG,47.3876664,8.1554295,14,Argovie,19,AG,678207,2.1,156.0,0.002,0.156,2020-04-22
2020-04-23,AG,12,1070,,AG,47.3876664,8.1554295,12,Argovie,19,AG,678207,1.8,157.8,0.002,0.158,2020-04-23
2020-04-24,AG,12,1082,,AG,47.3876664,8.1554295,12,Argovie,19,AG,678207,1.8,159.5,0.002,0.16,2020-04-24
2020-04-25,AG,5,1087,,AG,47.3876664,8.1554295,5,Argovie,19,AG,678207,0.7,160.3,0.001,0.16,2020-04-25
2020-04-26,AG,1,1088,,AG,47.3876664,8.1554295,1,Argovie,19,AG,678207,0.1,160.4,0.0,0.16,2020-04-26
2020-04-27,AG,11,1099,,AG,47.3876664,8.1554295,11,Argovie,19,AG,678207,1.6,162.0,0.002,0.162,2020-04-27
2020-04-28,AG,4,1103,,AG,47.3876664,8.1554295,4,Argovie,19,AG,678207,0.6,162.6,0.001,0.163,2020-04-28
2020-04-29,AG,9,1112,,AG,47.3876664,8.1554295,9,Argovie,19,AG,678207,1.3,164.0,0.001,0.164,2020-04-29
2020-04-30,AG,7,1119,,AG,47.3876664,8.1554295,7,Argovie,19,AG,678207,1.0,165.0,0.001,0.165,2020-04-30
2020-05-01,AG,5,1124,,AG,47.3876664,8.1554295,5,Argovie,19,AG,678207,0.7,165.7,0.001,0.166,2020-05-01
2020-05-02,AG,3,1127,,AG,47.3876664,8.1554295,3,Argovie,19,AG,678207,0.4,166.2,0.0,0.166,2020-05-02
2020-05-03,AG,0,1127,,AG,47.3876664,8.1554295,0,Argovie,19,AG,678207,0.0,166.2,0.0,0.166,2020-05-03
2020-05-04,AG,10,1137,,AG,47.3876664,8.1554295,10,Argovie,19,AG,678207,1.5,167.6,0.002,0.168,2020-05-04
2020-05-05,AG,3,1140,,AG,47.3876664,8.1554295,3,Argovie,19,AG,678207,0.4,168.1,0.0,0.168,2020-05-05
2020-05-06,AG,4,1144,,AG,47.3876664,8.1554295,4,Argovie,19,AG,678207,0.6,168.7,0.001,0.169,2020-05-06
2020-05-07,AG,2,1146,,AG,47.3876664,8.1554295,2,Argovie,19,AG,678207,0.3,169.0,0.0,0.169,2020-05-07
2020-05-08,AG,5,1151,,AG,47.3876664,8.1554295,5,Argovie,19,AG,678207,0.7,169.7,0.001,0.17,2020-05-08
2020-05-09,AG,6,1157,,AG,47.3876664,8.1554295,6,Argovie,19,AG,678207,0.9,170.6,0.001,0.171,2020-05-09
2020-05-10,AG,2,1159,,AG,47.3876664,8.1554295,2,Argovie,19,AG,678207,0.3,170.9,0.0,0.171,2020-05-10
2020-05-11,AG,2,1161,,AG,47.3876664,8.1554295,2,Argovie,19,AG,678207,0.3,171.2,0.0,0.171,2020-05-11
2020-05-12,AG,4,1165,,AG,47.3876664,8.1554295,4,Argovie,19,AG,678207,0.6,171.8,0.001,0.172,2020-05-12
2020-05-13,AG,5,1170,,AG,47.3876664,8.1554295,5,Argovie,19,AG,678207,0.7,172.5,0.001,0.172,2020-05-13
2020-05-14,AG,2,1172,,AG,47.3876664,8.1554295,2,Argovie,19,AG,678207,0.3,172.8,0.0,0.173,2020-05-14
2020-05-15,AG,4,1176,,AG,47.3876664,8.1554295,4,Argovie,19,AG,678207,0.6,173.4,0.001,0.173,2020-05-15
2020-05-16,AG,4,1180,,AG,47.3876664,8.1554295,4,Argovie,19,AG,678207,0.6,174.0,0.001,0.174,2020-05-16
2020-05-17,AG,0,1180,,AG,47.3876664,8.1554295,0,Argovie,19,AG,678207,0.0,174.0,0.0,0.174,2020-05-17
2020-05-18,AG,4,1184,,AG,47.3876664,8.1554295,4,Argovie,19,AG,678207,0.6,174.6,0.001,0.175,2020-05-18
2020-05-19,AG,4,1188,,AG,47.3876664,8.1554295,4,Argovie,19,AG,678207,0.6,175.2,0.001,0.175,2020-05-19
2020-05-20,AG,2,1190,,AG,47.3876664,8.1554295,2,Argovie,19,AG,678207,0.3,175.5,0.0,0.176,2020-05-20
2020-05-21,AG,0,1190,,AG,47.3876664,8.1554295,0,Argovie,19,AG,678207,0.0,175.5,0.0,0.176,2020-05-21
2020-05-22,AG,1,1191,,AG,47.3876664,8.1554295,1,Argovie,19,AG,678207,0.1,175.6,0.0,0.176,2020-05-22
2020-05-23,AG,0,1191,,AG,47.3876664,8.1554295,0,Argovie,19,AG,678207,0.0,175.6,0.0,0.176,2020-05-23
2020-05-24,AG,0,1191,,AG,47.3876664,8.1554295,0,Argovie,19,AG,678207,0.0,175.6,0.0,0.176,2020-05-24
2020-05-25,AG,1,1192,,AG,47.3876664,8.1554295,1,Argovie,19,AG,678207,0.1,175.8,0.0,0.176,2020-05-25
2020-05-26,AG,2,1194,,AG,47.3876664,8.1554295,2,Argovie,19,AG,678207,0.3,176.1,0.0,0.176,2020-05-26
2020-05-27,AG,0,1194,,AG,47.3876664,8.1554295,0,Argovie,19,AG,678207,0.0,176.1,0.0,0.176,2020-05-27
2020-05-28,AG,6,1200,,AG,47.3876664,8.1554295,6,Argovie,19,AG,678207,0.9,176.9,0.001,0.177,2020-05-28
2020-05-29,AG,1,1201,,AG,47.3876664,8.1554295,1,Argovie,19,AG,678207,0.1,177.1,0.0,0.177,2020-05-29
2020-05-30,AG,2,1203,,AG,47.3876664,8.1554295,2,Argovie,19,AG,678207,0.3,177.4,0.0,0.177,2020-05-30
2020-05-31,AG,1,1204,,AG,47.3876664,8.1554295,1,Argovie,19,AG,678207,0.1,177.5,0.0,0.178,2020-05-31
2020-06-01,AG,0,1204,,AG,47.3876664,8.1554295,0,Argovie,19,AG,678207,0.0,177.5,0.0,0.178,2020-06-01
2020-06-02,AG,3,1207,,AG,47.3876664,8.1554295,3,Argovie,19,AG,678207,0.4,178.0,0.0,0.178,2020-06-02
2020-06-03,AG,0,1207,,AG,47.3876664,8.1554295,0,Argovie,19,AG,678207,0.0,178.0,0.0,0.178,2020-06-03
2020-06-04,AG,0,1207,,AG,47.3876664,8.1554295,0,Argovie,19,AG,678207,0.0,178.0,0.0,0.178,2020-06-04
2020-06-05,AG,0,1207,,AG,47.3876664,8.1554295,0,Argovie,19,AG,678207,0.0,178.0,0.0,0.178,2020-06-05
2020-06-06,AG,1,1208,,AG,47.3876664,8.1554295,1,Argovie,19,AG,678207,0.1,178.1,0.0,0.178,2020-06-06
2020-06-07,AG,1,1209,,AG,47.3876664,8.1554295,1,Argovie,19,AG,678207,0.1,178.3,0.0,0.178,2020-06-07
2020-06-08,AG,1,1210,,AG,47.3876664,8.1554295,1,Argovie,19,AG,678207,0.1,178.4,0.0,0.178,2020-06-08
2020-06-09,AG,0,1210,,AG,47.3876664,8.1554295,0,Argovie,19,AG,678207,0.0,178.4,0.0,0.178,2020-06-09
2020-06-10,AG,1,1211,,AG,47.3876664,8.1554295,1,Argovie,19,AG,678207,0.1,178.6,0.0,0.179,2020-06-10
2020-06-11,AG,4,1215,,AG,47.3876664,8.1554295,4,Argovie,19,AG,678207,0.6,179.1,0.001,0.179,2020-06-11
2020-06-12,AG,2,1217,,AG,47.3876664,8.1554295,2,Argovie,19,AG,678207,0.3,179.4,0.0,0.179,2020-06-12
2020-06-13,AG,0,1217,,AG,47.3876664,8.1554295,0,Argovie,19,AG,678207,0.0,179.4,0.0,0.179,2020-06-13
2020-06-14,AG,3,1220,,AG,47.3876664,8.1554295,3,Argovie,19,AG,678207,0.4,179.9,0.0,0.18,2020-06-14
2020-06-15,AG,1,1221,,AG,47.3876664,8.1554295,1,Argovie,19,AG,678207,0.1,180.0,0.0,0.18,2020-06-15
2020-06-16,AG,0,1221,,AG,47.3876664,8.1554295,0,Argovie,19,AG,678207,0.0,180.0,0.0,0.18,2020-06-16
2020-06-17,AG,1,1222,,AG,47.3876664,8.1554295,1,Argovie,19,AG,678207,0.1,180.2,0.0,0.18,2020-06-17
2020-06-18,AG,5,1227,,AG,47.3876664,8.1554295,5,Argovie,19,AG,678207,0.7,180.9,0.001,0.181,2020-06-18
2020-06-19,AG,2,1229,,AG,47.3876664,8.1554295,2,Argovie,19,AG,678207,0.3,181.2,0.0,0.181,2020-06-19
2020-06-20,AG,1,1230,,AG,47.3876664,8.1554295,1,Argovie,19,AG,678207,0.1,181.4,0.0,0.181,2020-06-20
2020-06-21,AG,0,1230,,AG,47.3876664,8.1554295,0,Argovie,19,AG,678207,0.0,181.4,0.0,0.181,2020-06-21
2020-06-22,AG,2,1232,,AG,47.3876664,8.1554295,2,Argovie,19,AG,678207,0.3,181.7,0.0,0.182,2020-06-22
2020-06-23,AG,3,1235,,AG,47.3876664,8.1554295,3,Argovie,19,AG,678207,0.4,182.1,0.0,0.182,2020-06-23
2020-06-24,AG,7,1242,,AG,47.3876664,8.1554295,7,Argovie,19,AG,678207,1.0,183.1,0.001,0.183,2020-06-24
2020-06-25,AG,6,1248,,AG,47.3876664,8.1554295,6,Argovie,19,AG,678207,0.9,184.0,0.001,0.184,2020-06-25
2020-06-26,AG,9,1257,,AG,47.3876664,8.1554295,9,Argovie,19,AG,678207,1.3,185.3,0.001,0.185,2020-06-26
2020-06-27,AG,7,1264,,AG,47.3876664,8.1554295,7,Argovie,19,AG,678207,1.0,186.4,0.001,0.186,2020-06-27
2020-06-28,AG,3,1267,,AG,47.3876664,8.1554295,3,Argovie,19,AG,678207,0.4,186.8,0.0,0.187,2020-06-28
2020-06-29,AG,23,1290,,AG,47.3876664,8.1554295,23,Argovie,19,AG,678207,3.4,190.2,0.003,0.19,2020-06-29
2020-06-30,AG,15,1305,,AG,47.3876664,8.1554295,15,Argovie,19,AG,678207,2.2,192.4,0.002,0.192,2020-06-30
2020-07-01,AG,6,1311,,AG,47.3876664,8.1554295,6,Argovie,19,AG,678207,0.9,193.3,0.001,0.193,2020-07-01
2020-07-02,AG,12,1323,,AG,47.3876664,8.1554295,12,Argovie,19,AG,678207,1.8,195.1,0.002,0.195,2020-07-02
2020-07-03,AG,6,1329,,AG,47.3876664,8.1554295,6,Argovie,19,AG,678207,0.9,196.0,0.001,0.196,2020-07-03
2020-07-04,AG,1,1330,,AG,47.3876664,8.1554295,1,Argovie,19,AG,678207,0.1,196.1,0.0,0.196,2020-07-04
2020-07-05,AG,2,1332,,AG,47.3876664,8.1554295,2,Argovie,19,AG,678207,0.3,196.4,0.0,0.196,2020-07-05
2020-07-06,AG,10,1342,,AG,47.3876664,8.1554295,10,Argovie,19,AG,678207,1.5,197.9,0.002,0.198,2020-07-06
2020-07-07,AG,9,1351,,AG,47.3876664,8.1554295,9,Argovie,19,AG,678207,1.3,199.2,0.001,0.199,2020-07-07
2020-07-08,AG,11,1362,,AG,47.3876664,8.1554295,11,Argovie,19,AG,678207,1.6,200.8,0.002,0.201,2020-07-08
2020-07-09,AG,5,1367,,AG,47.3876664,8.1554295,5,Argovie,19,AG,678207,0.7,201.6,0.001,0.202,2020-07-09
2020-07-10,AG,15,1382,,AG,47.3876664,8.1554295,15,Argovie,19,AG,678207,2.2,203.8,0.002,0.204,2020-07-10
2020-07-11,AG,5,1387,,AG,47.3876664,8.1554295,5,Argovie,19,AG,678207,0.7,204.5,0.001,0.204,2020-07-11
2020-07-12,AG,2,1389,,AG,47.3876664,8.1554295,2,Argovie,19,AG,678207,0.3,204.8,0.0,0.205,2020-07-12
2020-07-13,AG,14,1403,,AG,47.3876664,8.1554295,14,Argovie,19,AG,678207,2.1,206.9,0.002,0.207,2020-07-13
2020-07-14,AG,14,1417,,AG,47.3876664,8.1554295,14,Argovie,19,AG,678207,2.1,208.9,0.002,0.209,2020-07-14
2020-07-15,AG,13,1430,,AG,47.3876664,8.1554295,13,Argovie,19,AG,678207,1.9,210.9,0.002,0.211,2020-07-15
2020-07-16,AG,9,1439,,AG,47.3876664,8.1554295,9,Argovie,19,AG,678207,1.3,212.2,0.001,0.212,2020-07-16
2020-07-17,AG,13,1452,,AG,47.3876664,8.1554295,13,Argovie,19,AG,678207,1.9,214.1,0.002,0.214,2020-07-17
2020-07-18,AG,5,1457,,AG,47.3876664,8.1554295,5,Argovie,19,AG,678207,0.7,214.8,0.001,0.215,2020-07-18
2020-07-19,AG,4,1461,,AG,47.3876664,8.1554295,4,Argovie,19,AG,678207,0.6,215.4,0.001,0.215,2020-07-19
2020-07-20,AG,13,1474,,AG,47.3876664,8.1554295,13,Argovie,19,AG,678207,1.9,217.3,0.002,0.217,2020-07-20
2020-07-21,AG,15,1489,,AG,47.3876664,8.1554295,15,Argovie,19,AG,678207,2.2,219.5,0.002,0.22,2020-07-21
2020-07-22,AG,8,1497,,AG,47.3876664,8.1554295,8,Argovie,19,AG,678207,1.2,220.7,0.001,0.221,2020-07-22
2020-07-23,AG,14,1511,,AG,47.3876664,8.1554295,14,Argovie,19,AG,678207,2.1,222.8,0.002,0.223,2020-07-23
2020-07-24,AG,11,1522,,AG,47.3876664,8.1554295,11,Argovie,19,AG,678207,1.6,224.4,0.002,0.224,2020-07-24
2020-07-25,AG,4,1526,,AG,47.3876664,8.1554295,4,Argovie,19,AG,678207,0.6,225.0,0.001,0.225,2020-07-25
2020-07-26,AG,5,1531,,AG,47.3876664,8.1554295,5,Argovie,19,AG,678207,0.7,225.7,0.001,0.226,2020-07-26
2020-07-27,AG,12,1543,,AG,47.3876664,8.1554295,12,Argovie,19,AG,678207,1.8,227.5,0.002,0.228,2020-07-27
2020-07-28,AG,12,1555,,AG,47.3876664,8.1554295,12,Argovie,19,AG,678207,1.8,229.3,0.002,0.229,2020-07-28
2020-07-29,AG,15,1570,,AG,47.3876664,8.1554295,15,Argovie,19,AG,678207,2.2,231.5,0.002,0.232,2020-07-29
2020-07-30,AG,18,1588,,AG,47.3876664,8.1554295,18,Argovie,19,AG,678207,2.7,234.1,0.003,0.234,2020-07-30
2020-07-31,AG,14,1602,,AG,47.3876664,8.1554295,14,Argovie,19,AG,678207,2.1,236.2,0.002,0.236,2020-07-31
2020-08-01,AG,5,1607,,AG,47.3876664,8.1554295,5,Argovie,19,AG,678207,0.7,236.9,0.001,0.237,2020-08-01
2020-08-02,AG,1,1608,,AG,47.3876664,8.1554295,1,Argovie,19,AG,678207,0.1,237.1,0.0,0.237,2020-08-02
2020-08-03,AG,19,1627,,AG,47.3876664,8.1554295,19,Argovie,19,AG,678207,2.8,239.9,0.003,0.24,2020-08-03
2020-08-04,AG,14,1641,,AG,47.3876664,8.1554295,14,Argovie,19,AG,678207,2.1,242.0,0.002,0.242,2020-08-04
2020-08-05,AG,17,1658,,AG,47.3876664,8.1554295,17,Argovie,19,AG,678207,2.5,244.5,0.002,0.244,2020-08-05
2020-08-06,AG,10,1668,,AG,47.3876664,8.1554295,10,Argovie,19,AG,678207,1.5,245.9,0.002,0.246,2020-08-06
2020-08-07,AG,9,1677,,AG,47.3876664,8.1554295,9,Argovie,19,AG,678207,1.3,247.3,0.001,0.247,2020-08-07
2020-08-08,AG,4,1681,,AG,47.3876664,8.1554295,4,Argovie,19,AG,678207,0.6,247.9,0.001,0.248,2020-08-08
2020-08-09,AG,6,1687,,AG,47.3876664,8.1554295,6,Argovie,19,AG,678207,0.9,248.7,0.001,0.249,2020-08-09
2020-08-10,AG,23,1710,,AG,47.3876664,8.1554295,23,Argovie,19,AG,678207,3.4,252.1,0.003,0.252,2020-08-10
2020-08-11,AG,29,1739,,AG,47.3876664,8.1554295,29,Argovie,19,AG,678207,4.3,256.4,0.004,0.256,2020-08-11
2020-08-12,AG,19,1758,,AG,47.3876664,8.1554295,19,Argovie,19,AG,678207,2.8,259.2,0.003,0.259,2020-08-12
2020-08-13,AG,13,1771,,AG,47.3876664,8.1554295,13,Argovie,19,AG,678207,1.9,261.1,0.002,0.261,2020-08-13
2020-08-14,AG,16,1787,,AG,47.3876664,8.1554295,16,Argovie,19,AG,678207,2.4,263.5,0.002,0.264,2020-08-14
2020-08-15,AG,11,1798,,AG,47.3876664,8.1554295,11,Argovie,19,AG,678207,1.6,265.1,0.002,0.265,2020-08-15
2020-08-16,AG,9,1807,,AG,47.3876664,8.1554295,9,Argovie,19,AG,678207,1.3,266.4,0.001,0.266,2020-08-16
2020-08-17,AG,25,1832,,AG,47.3876664,8.1554295,25,Argovie,19,AG,678207,3.7,270.1,0.004,0.27,2020-08-17
2020-08-18,AG,29,1861,,AG,47.3876664,8.1554295,29,Argovie,19,AG,678207,4.3,274.4,0.004,0.274,2020-08-18
2020-08-19,AG,18,1879,,AG,47.3876664,8.1554295,18,Argovie,19,AG,678207,2.7,277.1,0.003,0.277,2020-08-19
2020-08-20,AG,17,1896,,AG,47.3876664,8.1554295,17,Argovie,19,AG,678207,2.5,279.6,0.002,0.28,2020-08-20
2020-08-21,AG,23,1919,,AG,47.3876664,8.1554295,23,Argovie,19,AG,678207,3.4,283.0,0.003,0.283,2020-08-21
2020-08-22,AG,14,1933,,AG,47.3876664,8.1554295,14,Argovie,19,AG,678207,2.1,285.0,0.002,0.285,2020-08-22
2020-08-23,AG,8,1941,,AG,47.3876664,8.1554295,8,Argovie,19,AG,678207,1.2,286.2,0.001,0.286,2020-08-23
2020-08-24,AG,26,1967,,AG,47.3876664,8.1554295,26,Argovie,19,AG,678207,3.8,290.0,0.004,0.29,2020-08-24
2020-08-25,AG,23,1990,,AG,47.3876664,8.1554295,23,Argovie,19,AG,678207,3.4,293.4,0.003,0.293,2020-08-25
2020-08-26,AG,33,2023,,AG,47.3876664,8.1554295,33,Argovie,19,AG,678207,4.9,298.3,0.005,0.298,2020-08-26
2020-08-27,AG,21,2044,,AG,47.3876664,8.1554295,21,Argovie,19,AG,678207,3.1,301.4,0.003,0.301,2020-08-27
2020-08-28,AG,30,2074,,AG,47.3876664,8.1554295,30,Argovie,19,AG,678207,4.4,305.8,0.004,0.306,2020-08-28
2020-08-29,AG,12,2086,,AG,47.3876664,8.1554295,12,Argovie,19,AG,678207,1.8,307.6,0.002,0.308,2020-08-29
2020-08-30,AG,4,2090,,AG,47.3876664,8.1554295,4,Argovie,19,AG,678207,0.6,308.2,0.001,0.308,2020-08-30
2020-08-31,AG,17,2107,,AG,47.3876664,8.1554295,17,Argovie,19,AG,678207,2.5,310.7,0.002,0.311,2020-08-31
2020-09-01,AG,25,2132,,AG,47.3876664,8.1554295,25,Argovie,19,AG,678207,3.7,314.4,0.004,0.314,2020-09-01
2020-09-02,AG,24,2156,,AG,47.3876664,8.1554295,24,Argovie,19,AG,678207,3.5,317.9,0.004,0.318,2020-09-02
2020-09-03,AG,23,2179,,AG,47.3876664,8.1554295,23,Argovie,19,AG,678207,3.4,321.3,0.003,0.321,2020-09-03
2020-09-04,AG,26,2205,,AG,47.3876664,8.1554295,26,Argovie,19,AG,678207,3.8,325.1,0.004,0.325,2020-09-04
2020-09-05,AG,9,2214,,AG,47.3876664,8.1554295,9,Argovie,19,AG,678207,1.3,326.4,0.001,0.326,2020-09-05
2020-09-06,AG,6,2220,,AG,47.3876664,8.1554295,6,Argovie,19,AG,678207,0.9,327.3,0.001,0.327,2020-09-06
2020-09-07,AG,22,2242,,AG,47.3876664,8.1554295,22,Argovie,19,AG,678207,3.2,330.6,0.003,0.331,2020-09-07
2020-09-08,AG,19,2261,,AG,47.3876664,8.1554295,19,Argovie,19,AG,678207,2.8,333.4,0.003,0.333,2020-09-08
2020-09-09,AG,23,2284,,AG,47.3876664,8.1554295,23,Argovie,19,AG,678207,3.4,336.8,0.003,0.337,2020-09-09
2020-09-10,AG,24,2308,,AG,47.3876664,8.1554295,24,Argovie,19,AG,678207,3.5,340.3,0.004,0.34,2020-09-10
2020-09-11,AG,24,2332,,AG,47.3876664,8.1554295,24,Argovie,19,AG,678207,3.5,343.8,0.004,0.344,2020-09-11
2020-09-12,AG,10,2342,,AG,47.3876664,8.1554295,10,Argovie,19,AG,678207,1.5,345.3,0.002,0.345,2020-09-12
