date,id,confirmed_daily,confirmed_sum,status,abbrev,lat,lng,n,name,no,abbr,population,daily_rate,sum_rate,daily_perc,sum_perc,timestamp
2020-06-19,BE,1,1909,,BE,46.9479739,7.5474468,1,Berne,2,BE,1034977,0.1,184.4,0.0,0.184,2020-06-19
2020-06-20,BE,4,1913,,BE,46.9479739,7.5474468,4,Berne,2,BE,1034977,0.4,184.8,0.0,0.185,2020-06-20
2020-06-21,BE,2,1915,,BE,46.9479739,7.5474468,2,Berne,2,BE,1034977,0.2,185.0,0.0,0.185,2020-06-21
2020-06-22,BE,3,1918,,BE,46.9479739,7.5474468,3,Berne,2,BE,1034977,0.3,185.3,0.0,0.185,2020-06-22
2020-06-23,BE,3,1921,,BE,46.9479739,7.5474468,3,Berne,2,BE,1034977,0.3,185.6,0.0,0.186,2020-06-23
2020-06-24,BE,0,1921,,BE,46.9479739,7.5474468,0,Berne,2,BE,1034977,0.0,185.6,0.0,0.186,2020-06-24
2020-06-25,BE,0,1921,,BE,46.9479739,7.5474468,0,Berne,2,BE,1034977,0.0,185.6,0.0,0.186,2020-06-25
2020-06-26,BE,5,1926,,BE,46.9479739,7.5474468,5,Berne,2,BE,1034977,0.5,186.1,0.0,0.186,2020-06-26
2020-06-27,BE,1,1927,,BE,46.9479739,7.5474468,1,Berne,2,BE,1034977,0.1,186.2,0.0,0.186,2020-06-27
2020-06-28,BE,1,1928,,BE,46.9479739,7.5474468,1,Berne,2,BE,1034977,0.1,186.3,0.0,0.186,2020-06-28
2020-06-29,BE,5,1933,,BE,46.9479739,7.5474468,5,Berne,2,BE,1034977,0.5,186.8,0.0,0.187,2020-06-29
2020-06-30,BE,7,1940,,BE,46.9479739,7.5474468,7,Berne,2,BE,1034977,0.7,187.4,0.001,0.187,2020-06-30
2020-07-01,BE,4,1944,,BE,46.9479739,7.5474468,4,Berne,2,BE,1034977,0.4,187.8,0.0,0.188,2020-07-01
2020-07-02,BE,3,1947,,BE,46.9479739,7.5474468,3,Berne,2,BE,1034977,0.3,188.1,0.0,0.188,2020-07-02
2020-07-03,BE,7,1954,,BE,46.9479739,7.5474468,7,Berne,2,BE,1034977,0.7,188.8,0.001,0.189,2020-07-03
2020-07-04,BE,1,1955,,BE,46.9479739,7.5474468,1,Berne,2,BE,1034977,0.1,188.9,0.0,0.189,2020-07-04
2020-07-05,BE,2,1957,,BE,46.9479739,7.5474468,2,Berne,2,BE,1034977,0.2,189.1,0.0,0.189,2020-07-05
2020-07-06,BE,5,1962,,BE,46.9479739,7.5474468,5,Berne,2,BE,1034977,0.5,189.6,0.0,0.19,2020-07-06
2020-07-07,BE,6,1968,,BE,46.9479739,7.5474468,6,Berne,2,BE,1034977,0.6,190.1,0.001,0.19,2020-07-07
2020-07-08,BE,4,1972,,BE,46.9479739,7.5474468,4,Berne,2,BE,1034977,0.4,190.5,0.0,0.19,2020-07-08
2020-07-09,BE,9,1981,,BE,46.9479739,7.5474468,9,Berne,2,BE,1034977,0.9,191.4,0.001,0.191,2020-07-09
2020-07-10,BE,8,1989,,BE,46.9479739,7.5474468,8,Berne,2,BE,1034977,0.8,192.2,0.001,0.192,2020-07-10
2020-07-11,BE,6,1995,,BE,46.9479739,7.5474468,6,Berne,2,BE,1034977,0.6,192.8,0.001,0.193,2020-07-11
2020-07-12,BE,1,1996,,BE,46.9479739,7.5474468,1,Berne,2,BE,1034977,0.1,192.9,0.0,0.193,2020-07-12
2020-07-13,BE,11,2007,,BE,46.9479739,7.5474468,11,Berne,2,BE,1034977,1.1,193.9,0.001,0.194,2020-07-13
2020-07-14,BE,9,2016,,BE,46.9479739,7.5474468,9,Berne,2,BE,1034977,0.9,194.8,0.001,0.195,2020-07-14
2020-07-15,BE,8,2024,,BE,46.9479739,7.5474468,8,Berne,2,BE,1034977,0.8,195.6,0.001,0.196,2020-07-15
2020-07-16,BE,9,2033,,BE,46.9479739,7.5474468,9,Berne,2,BE,1034977,0.9,196.4,0.001,0.196,2020-07-16
2020-07-17,BE,11,2044,,BE,46.9479739,7.5474468,11,Berne,2,BE,1034977,1.1,197.5,0.001,0.198,2020-07-17
2020-07-18,BE,3,2047,,BE,46.9479739,7.5474468,3,Berne,2,BE,1034977,0.3,197.8,0.0,0.198,2020-07-18
2020-07-19,BE,3,2050,,BE,46.9479739,7.5474468,3,Berne,2,BE,1034977,0.3,198.1,0.0,0.198,2020-07-19
2020-07-20,BE,7,2057,,BE,46.9479739,7.5474468,7,Berne,2,BE,1034977,0.7,198.7,0.001,0.199,2020-07-20
2020-07-21,BE,1,2058,,BE,46.9479739,7.5474468,1,Berne,2,BE,1034977,0.1,198.8,0.0,0.199,2020-07-21
2020-07-22,BE,3,2061,,BE,46.9479739,7.5474468,3,Berne,2,BE,1034977,0.3,199.1,0.0,0.199,2020-07-22
2020-07-23,BE,2,2063,,BE,46.9479739,7.5474468,2,Berne,2,BE,1034977,0.2,199.3,0.0,0.199,2020-07-23
2020-07-24,BE,13,2076,,BE,46.9479739,7.5474468,13,Berne,2,BE,1034977,1.3,200.6,0.001,0.201,2020-07-24
2020-07-25,BE,5,2081,,BE,46.9479739,7.5474468,5,Berne,2,BE,1034977,0.5,201.1,0.0,0.201,2020-07-25
2020-07-26,BE,3,2084,,BE,46.9479739,7.5474468,3,Berne,2,BE,1034977,0.3,201.4,0.0,0.201,2020-07-26
2020-07-27,BE,6,2090,,BE,46.9479739,7.5474468,6,Berne,2,BE,1034977,0.6,201.9,0.001,0.202,2020-07-27
2020-07-28,BE,6,2096,,BE,46.9479739,7.5474468,6,Berne,2,BE,1034977,0.6,202.5,0.001,0.202,2020-07-28
2020-07-29,BE,13,2109,,BE,46.9479739,7.5474468,13,Berne,2,BE,1034977,1.3,203.8,0.001,0.204,2020-07-29
2020-07-30,BE,12,2121,,BE,46.9479739,7.5474468,12,Berne,2,BE,1034977,1.2,204.9,0.001,0.205,2020-07-30
2020-07-31,BE,16,2137,,BE,46.9479739,7.5474468,16,Berne,2,BE,1034977,1.5,206.5,0.002,0.206,2020-07-31
2020-08-01,BE,6,2143,,BE,46.9479739,7.5474468,6,Berne,2,BE,1034977,0.6,207.1,0.001,0.207,2020-08-01
2020-08-02,BE,4,2147,,BE,46.9479739,7.5474468,4,Berne,2,BE,1034977,0.4,207.4,0.0,0.207,2020-08-02
2020-08-03,BE,14,2161,,BE,46.9479739,7.5474468,14,Berne,2,BE,1034977,1.4,208.8,0.001,0.209,2020-08-03
2020-08-04,BE,11,2172,,BE,46.9479739,7.5474468,11,Berne,2,BE,1034977,1.1,209.9,0.001,0.21,2020-08-04
2020-08-05,BE,14,2186,,BE,46.9479739,7.5474468,14,Berne,2,BE,1034977,1.4,211.2,0.001,0.211,2020-08-05
2020-08-06,BE,4,2190,,BE,46.9479739,7.5474468,4,Berne,2,BE,1034977,0.4,211.6,0.0,0.212,2020-08-06
2020-08-07,BE,10,2200,,BE,46.9479739,7.5474468,10,Berne,2,BE,1034977,1.0,212.6,0.001,0.213,2020-08-07
2020-08-08,BE,5,2205,,BE,46.9479739,7.5474468,5,Berne,2,BE,1034977,0.5,213.0,0.0,0.213,2020-08-08
2020-08-09,BE,6,2211,,BE,46.9479739,7.5474468,6,Berne,2,BE,1034977,0.6,213.6,0.001,0.214,2020-08-09
2020-08-10,BE,18,2229,,BE,46.9479739,7.5474468,18,Berne,2,BE,1034977,1.7,215.4,0.002,0.215,2020-08-10
2020-08-11,BE,26,2255,,BE,46.9479739,7.5474468,26,Berne,2,BE,1034977,2.5,217.9,0.002,0.218,2020-08-11
2020-08-12,BE,24,2279,,BE,46.9479739,7.5474468,24,Berne,2,BE,1034977,2.3,220.2,0.002,0.22,2020-08-12
2020-08-13,BE,14,2293,,BE,46.9479739,7.5474468,14,Berne,2,BE,1034977,1.4,221.6,0.001,0.222,2020-08-13
2020-08-14,BE,17,2310,,BE,46.9479739,7.5474468,17,Berne,2,BE,1034977,1.6,223.2,0.002,0.223,2020-08-14
2020-08-15,BE,6,2316,,BE,46.9479739,7.5474468,6,Berne,2,BE,1034977,0.6,223.8,0.001,0.224,2020-08-15
2020-08-16,BE,4,2320,,BE,46.9479739,7.5474468,4,Berne,2,BE,1034977,0.4,224.2,0.0,0.224,2020-08-16
2020-08-17,BE,14,2334,,BE,46.9479739,7.5474468,14,Berne,2,BE,1034977,1.4,225.5,0.001,0.226,2020-08-17
2020-08-18,BE,12,2346,,BE,46.9479739,7.5474468,12,Berne,2,BE,1034977,1.2,226.7,0.001,0.227,2020-08-18
2020-08-19,BE,16,2362,,BE,46.9479739,7.5474468,16,Berne,2,BE,1034977,1.5,228.2,0.002,0.228,2020-08-19
2020-08-20,BE,17,2379,,BE,46.9479739,7.5474468,17,Berne,2,BE,1034977,1.6,229.9,0.002,0.23,2020-08-20
2020-08-21,BE,17,2396,,BE,46.9479739,7.5474468,17,Berne,2,BE,1034977,1.6,231.5,0.002,0.232,2020-08-21
2020-08-22,BE,13,2409,,BE,46.9479739,7.5474468,13,Berne,2,BE,1034977,1.3,232.8,0.001,0.233,2020-08-22
2020-08-23,BE,9,2418,,BE,46.9479739,7.5474468,9,Berne,2,BE,1034977,0.9,233.6,0.001,0.234,2020-08-23
2020-08-24,BE,26,2444,,BE,46.9479739,7.5474468,26,Berne,2,BE,1034977,2.5,236.1,0.002,0.236,2020-08-24
2020-08-25,BE,18,2462,,BE,46.9479739,7.5474468,18,Berne,2,BE,1034977,1.7,237.9,0.002,0.238,2020-08-25
2020-08-26,BE,19,2481,,BE,46.9479739,7.5474468,19,Berne,2,BE,1034977,1.8,239.7,0.002,0.24,2020-08-26
2020-08-27,BE,21,2502,,BE,46.9479739,7.5474468,21,Berne,2,BE,1034977,2.0,241.7,0.002,0.242,2020-08-27
2020-08-28,BE,25,2527,,BE,46.9479739,7.5474468,25,Berne,2,BE,1034977,2.4,244.2,0.002,0.244,2020-08-28
2020-08-29,BE,7,2534,,BE,46.9479739,7.5474468,7,Berne,2,BE,1034977,0.7,244.8,0.001,0.245,2020-08-29
2020-08-30,BE,7,2541,,BE,46.9479739,7.5474468,7,Berne,2,BE,1034977,0.7,245.5,0.001,0.246,2020-08-30
2020-08-31,BE,23,2564,,BE,46.9479739,7.5474468,23,Berne,2,BE,1034977,2.2,247.7,0.002,0.248,2020-08-31
2020-09-01,BE,18,2582,,BE,46.9479739,7.5474468,18,Berne,2,BE,1034977,1.7,249.5,0.002,0.25,2020-09-01
2020-09-02,BE,29,2611,,BE,46.9479739,7.5474468,29,Berne,2,BE,1034977,2.8,252.3,0.003,0.252,2020-09-02
2020-09-03,BE,36,2647,,BE,46.9479739,7.5474468,36,Berne,2,BE,1034977,3.5,255.8,0.004,0.256,2020-09-03
2020-09-04,BE,27,2674,,BE,46.9479739,7.5474468,27,Berne,2,BE,1034977,2.6,258.4,0.003,0.258,2020-09-04
2020-09-05,BE,10,2684,,BE,46.9479739,7.5474468,10,Berne,2,BE,1034977,1.0,259.3,0.001,0.259,2020-09-05
2020-09-06,BE,11,2695,,BE,46.9479739,7.5474468,11,Berne,2,BE,1034977,1.1,260.4,0.001,0.26,2020-09-06
2020-09-07,BE,28,2723,,BE,46.9479739,7.5474468,28,Berne,2,BE,1034977,2.7,263.1,0.003,0.263,2020-09-07
2020-09-08,BE,22,2745,,BE,46.9479739,7.5474468,22,Berne,2,BE,1034977,2.1,265.2,0.002,0.265,2020-09-08
2020-09-09,BE,37,2782,,BE,46.9479739,7.5474468,37,Berne,2,BE,1034977,3.6,268.8,0.004,0.269,2020-09-09
2020-09-10,BE,28,2810,,BE,46.9479739,7.5474468,28,Berne,2,BE,1034977,2.7,271.5,0.003,0.272,2020-09-10
2020-09-11,BE,42,2852,,BE,46.9479739,7.5474468,42,Berne,2,BE,1034977,4.1,275.6,0.004,0.276,2020-09-11
2020-09-12,BE,20,2872,,BE,46.9479739,7.5474468,20,Berne,2,BE,1034977,1.9,277.5,0.002,0.278,2020-09-12
2020-09-13,BE,15,2887,,BE,46.9479739,7.5474468,15,Berne,2,BE,1034977,1.4,278.9,0.001,0.279,2020-09-13
2020-09-14,BE,60,2947,,BE,46.9479739,7.5474468,60,Berne,2,BE,1034977,5.8,284.7,0.006,0.285,2020-09-14
2020-09-15,BE,51,2998,,BE,46.9479739,7.5474468,51,Berne,2,BE,1034977,4.9,289.7,0.005,0.29,2020-09-15
2020-09-16,BE,57,3055,,BE,46.9479739,7.5474468,57,Berne,2,BE,1034977,5.5,295.2,0.006,0.295,2020-09-16
2020-09-17,BE,43,3098,,BE,46.9479739,7.5474468,43,Berne,2,BE,1034977,4.2,299.3,0.004,0.299,2020-09-17
2020-09-18,BE,57,3155,,BE,46.9479739,7.5474468,57,Berne,2,BE,1034977,5.5,304.8,0.006,0.305,2020-09-18
2020-09-19,BE,28,3183,,BE,46.9479739,7.5474468,28,Berne,2,BE,1034977,2.7,307.5,0.003,0.308,2020-09-19
2020-09-20,BE,18,3201,,BE,46.9479739,7.5474468,18,Berne,2,BE,1034977,1.7,309.3,0.002,0.309,2020-09-20
2020-09-21,BE,51,3252,,BE,46.9479739,7.5474468,51,Berne,2,BE,1034977,4.9,314.2,0.005,0.314,2020-09-21
2020-09-22,BE,35,3287,,BE,46.9479739,7.5474468,35,Berne,2,BE,1034977,3.4,317.6,0.003,0.318,2020-09-22
2020-09-23,BE,37,3324,,BE,46.9479739,7.5474468,37,Berne,2,BE,1034977,3.6,321.2,0.004,0.321,2020-09-23
2020-09-24,BE,35,3359,,BE,46.9479739,7.5474468,35,Berne,2,BE,1034977,3.4,324.5,0.003,0.324,2020-09-24
2020-09-25,BE,36,3395,,BE,46.9479739,7.5474468,36,Berne,2,BE,1034977,3.5,328.0,0.004,0.328,2020-09-25
2020-09-26,BE,25,3420,,BE,46.9479739,7.5474468,25,Berne,2,BE,1034977,2.4,330.4,0.002,0.33,2020-09-26
2020-09-27,BE,17,3437,,BE,46.9479739,7.5474468,17,Berne,2,BE,1034977,1.6,332.1,0.002,0.332,2020-09-27
2020-09-28,BE,49,3486,,BE,46.9479739,7.5474468,49,Berne,2,BE,1034977,4.7,336.8,0.005,0.337,2020-09-28
2020-09-29,BE,45,3531,,BE,46.9479739,7.5474468,45,Berne,2,BE,1034977,4.3,341.2,0.004,0.341,2020-09-29
2020-09-30,BE,59,3590,,BE,46.9479739,7.5474468,59,Berne,2,BE,1034977,5.7,346.9,0.006,0.347,2020-09-30
2020-10-01,BE,59,3649,,BE,46.9479739,7.5474468,59,Berne,2,BE,1034977,5.7,352.6,0.006,0.353,2020-10-01
2020-10-02,BE,77,3726,,BE,46.9479739,7.5474468,77,Berne,2,BE,1034977,7.4,360.0,0.007,0.36,2020-10-02
2020-10-03,BE,30,3756,,BE,46.9479739,7.5474468,30,Berne,2,BE,1034977,2.9,362.9,0.003,0.363,2020-10-03
2020-10-04,BE,27,3783,,BE,46.9479739,7.5474468,27,Berne,2,BE,1034977,2.6,365.5,0.003,0.366,2020-10-04
2020-10-05,BE,110,3893,,BE,46.9479739,7.5474468,110,Berne,2,BE,1034977,10.6,376.1,0.011,0.376,2020-10-05
2020-10-06,BE,97,3990,,BE,46.9479739,7.5474468,97,Berne,2,BE,1034977,9.4,385.5,0.009,0.386,2020-10-06
2020-10-07,BE,100,4090,,BE,46.9479739,7.5474468,100,Berne,2,BE,1034977,9.7,395.2,0.01,0.395,2020-10-07
2020-10-08,BE,124,4214,,BE,46.9479739,7.5474468,124,Berne,2,BE,1034977,12.0,407.2,0.012,0.407,2020-10-08
2020-10-09,BE,139,4353,,BE,46.9479739,7.5474468,139,Berne,2,BE,1034977,13.4,420.6,0.013,0.421,2020-10-09
2020-10-10,BE,92,4445,,BE,46.9479739,7.5474468,92,Berne,2,BE,1034977,8.9,429.5,0.009,0.43,2020-10-10
2020-10-11,BE,77,4522,,BE,46.9479739,7.5474468,77,Berne,2,BE,1034977,7.4,436.9,0.007,0.437,2020-10-11
2020-10-12,BE,277,4799,,BE,46.9479739,7.5474468,277,Berne,2,BE,1034977,26.8,463.7,0.027,0.464,2020-10-12
2020-10-13,BE,241,5040,,BE,46.9479739,7.5474468,241,Berne,2,BE,1034977,23.3,487.0,0.023,0.487,2020-10-13
2020-10-14,BE,276,5316,,BE,46.9479739,7.5474468,276,Berne,2,BE,1034977,26.7,513.6,0.027,0.514,2020-10-14
2020-10-15,BE,332,5648,,BE,46.9479739,7.5474468,332,Berne,2,BE,1034977,32.1,545.7,0.032,0.546,2020-10-15
2020-10-16,BE,300,5948,,BE,46.9479739,7.5474468,300,Berne,2,BE,1034977,29.0,574.7,0.029,0.575,2020-10-16
2020-10-17,BE,210,6158,,BE,46.9479739,7.5474468,210,Berne,2,BE,1034977,20.3,595.0,0.02,0.595,2020-10-17
2020-10-18,BE,158,6316,,BE,46.9479739,7.5474468,158,Berne,2,BE,1034977,15.3,610.3,0.015,0.61,2020-10-18
2020-10-19,BE,563,6879,,BE,46.9479739,7.5474468,563,Berne,2,BE,1034977,54.4,664.7,0.054,0.665,2020-10-19
2020-10-20,BE,563,7442,,BE,46.9479739,7.5474468,563,Berne,2,BE,1034977,54.4,719.0,0.054,0.719,2020-10-20
2020-10-21,BE,629,8071,,BE,46.9479739,7.5474468,629,Berne,2,BE,1034977,60.8,779.8,0.061,0.78,2020-10-21
2020-10-22,BE,624,8695,,BE,46.9479739,7.5474468,624,Berne,2,BE,1034977,60.3,840.1,0.06,0.84,2020-10-22
2020-10-23,BE,646,9341,,BE,46.9479739,7.5474468,646,Berne,2,BE,1034977,62.4,902.5,0.062,0.902,2020-10-23
2020-10-24,BE,405,9746,,BE,46.9479739,7.5474468,405,Berne,2,BE,1034977,39.1,941.7,0.039,0.942,2020-10-24
2020-10-25,BE,295,10041,,BE,46.9479739,7.5474468,295,Berne,2,BE,1034977,28.5,970.2,0.028,0.97,2020-10-25
2020-10-26,BE,1002,11043,,BE,46.9479739,7.5474468,1002,Berne,2,BE,1034977,96.8,1067.0,0.097,1.067,2020-10-26
2020-10-27,BE,882,11925,,BE,46.9479739,7.5474468,882,Berne,2,BE,1034977,85.2,1152.2,0.085,1.152,2020-10-27
2020-10-28,BE,814,12739,,BE,46.9479739,7.5474468,814,Berne,2,BE,1034977,78.6,1230.8,0.079,1.231,2020-10-28
2020-10-29,BE,792,13531,,BE,46.9479739,7.5474468,792,Berne,2,BE,1034977,76.5,1307.4,0.076,1.307,2020-10-29
2020-10-30,BE,813,14344,,BE,46.9479739,7.5474468,813,Berne,2,BE,1034977,78.6,1385.9,0.079,1.386,2020-10-30
2020-10-31,BE,399,14743,,BE,46.9479739,7.5474468,399,Berne,2,BE,1034977,38.6,1424.5,0.039,1.424,2020-10-31
2020-11-01,BE,299,15042,,BE,46.9479739,7.5474468,299,Berne,2,BE,1034977,28.9,1453.4,0.029,1.453,2020-11-01
2020-11-02,BE,1014,16056,,BE,46.9479739,7.5474468,1014,Berne,2,BE,1034977,98.0,1551.3,0.098,1.551,2020-11-02
2020-11-03,BE,837,16893,,BE,46.9479739,7.5474468,837,Berne,2,BE,1034977,80.9,1632.2,0.081,1.632,2020-11-03
2020-11-04,BE,778,17671,,BE,46.9479739,7.5474468,778,Berne,2,BE,1034977,75.2,1707.4,0.075,1.707,2020-11-04
2020-11-05,BE,641,18312,,BE,46.9479739,7.5474468,641,Berne,2,BE,1034977,61.9,1769.3,0.062,1.769,2020-11-05
2020-11-06,BE,622,18934,,BE,46.9479739,7.5474468,622,Berne,2,BE,1034977,60.1,1829.4,0.06,1.829,2020-11-06
2020-11-07,BE,367,19301,,BE,46.9479739,7.5474468,367,Berne,2,BE,1034977,35.5,1864.9,0.036,1.865,2020-11-07
2020-11-08,BE,216,19517,,BE,46.9479739,7.5474468,216,Berne,2,BE,1034977,20.9,1885.7,0.021,1.886,2020-11-08
2020-11-09,BE,738,20255,,BE,46.9479739,7.5474468,738,Berne,2,BE,1034977,71.3,1957.0,0.071,1.957,2020-11-09
2020-11-10,BE,612,20867,,BE,46.9479739,7.5474468,612,Berne,2,BE,1034977,59.1,2016.2,0.059,2.016,2020-11-10
2020-11-11,BE,527,21394,,BE,46.9479739,7.5474468,527,Berne,2,BE,1034977,50.9,2067.1,0.051,2.067,2020-11-11
2020-11-12,BE,533,21927,,BE,46.9479739,7.5474468,533,Berne,2,BE,1034977,51.5,2118.6,0.052,2.119,2020-11-12
2020-11-13,BE,495,22422,,BE,46.9479739,7.5474468,495,Berne,2,BE,1034977,47.8,2166.4,0.048,2.166,2020-11-13
2020-11-14,BE,321,22743,,BE,46.9479739,7.5474468,321,Berne,2,BE,1034977,31.0,2197.4,0.031,2.197,2020-11-14
2020-11-15,BE,195,22938,,BE,46.9479739,7.5474468,195,Berne,2,BE,1034977,18.8,2216.3,0.019,2.216,2020-11-15
2020-11-16,BE,597,23535,,BE,46.9479739,7.5474468,597,Berne,2,BE,1034977,57.7,2274.0,0.058,2.274,2020-11-16
2020-11-17,BE,503,24038,,BE,46.9479739,7.5474468,503,Berne,2,BE,1034977,48.6,2322.6,0.049,2.323,2020-11-17
2020-11-18,BE,445,24483,,BE,46.9479739,7.5474468,445,Berne,2,BE,1034977,43.0,2365.6,0.043,2.366,2020-11-18
2020-11-19,BE,490,24973,,BE,46.9479739,7.5474468,490,Berne,2,BE,1034977,47.3,2412.9,0.047,2.413,2020-11-19
2020-11-20,BE,409,25382,,BE,46.9479739,7.5474468,409,Berne,2,BE,1034977,39.5,2452.4,0.04,2.452,2020-11-20
2020-11-21,BE,275,25657,,BE,46.9479739,7.5474468,275,Berne,2,BE,1034977,26.6,2479.0,0.027,2.479,2020-11-21
2020-11-22,BE,197,25854,,BE,46.9479739,7.5474468,197,Berne,2,BE,1034977,19.0,2498.0,0.019,2.498,2020-11-22
2020-11-23,BE,611,26465,,BE,46.9479739,7.5474468,611,Berne,2,BE,1034977,59.0,2557.1,0.059,2.557,2020-11-23
2020-11-24,BE,460,26925,,BE,46.9479739,7.5474468,460,Berne,2,BE,1034977,44.4,2601.5,0.044,2.602,2020-11-24
2020-11-25,BE,463,27388,,BE,46.9479739,7.5474468,463,Berne,2,BE,1034977,44.7,2646.2,0.045,2.646,2020-11-25
2020-11-26,BE,434,27822,,BE,46.9479739,7.5474468,434,Berne,2,BE,1034977,41.9,2688.2,0.042,2.688,2020-11-26
2020-11-27,BE,412,28234,,BE,46.9479739,7.5474468,412,Berne,2,BE,1034977,39.8,2728.0,0.04,2.728,2020-11-27
2020-11-28,BE,260,28494,,BE,46.9479739,7.5474468,260,Berne,2,BE,1034977,25.1,2753.1,0.025,2.753,2020-11-28
2020-11-29,BE,182,28676,,BE,46.9479739,7.5474468,182,Berne,2,BE,1034977,17.6,2770.7,0.018,2.771,2020-11-29
2020-11-30,BE,238,28914,,BE,46.9479739,7.5474468,238,Berne,2,BE,1034977,23.0,2793.7,0.023,2.794,2020-11-30
2020-02-24,BL,0,0,,BL,47.4418122,7.7644002,0,Bâle-Campagne,13,BL,288132,0.0,0.0,0.0,0.0,2020-02-24
2020-02-25,BL,0,0,,BL,47.4418122,7.7644002,0,Bâle-Campagne,13,BL,288132,0.0,0.0,0.0,0.0,2020-02-25
2020-02-26,BL,1,1,,BL,47.4418122,7.7644002,1,Bâle-Campagne,13,BL,288132,0.3,0.3,0.0,0.0,2020-02-26
2020-02-27,BL,0,1,,BL,47.4418122,7.7644002,0,Bâle-Campagne,13,BL,288132,0.0,0.3,0.0,0.0,2020-02-27
2020-02-28,BL,2,3,,BL,47.4418122,7.7644002,2,Bâle-Campagne,13,BL,288132,0.7,1.0,0.001,0.001,2020-02-28
2020-02-29,BL,1,4,,BL,47.4418122,7.7644002,1,Bâle-Campagne,13,BL,288132,0.3,1.4,0.0,0.001,2020-02-29
2020-03-01,BL,0,4,,BL,47.4418122,7.7644002,0,Bâle-Campagne,13,BL,288132,0.0,1.4,0.0,0.001,2020-03-01
2020-03-02,BL,0,4,,BL,47.4418122,7.7644002,0,Bâle-Campagne,13,BL,288132,0.0,1.4,0.0,0.001,2020-03-02
2020-03-03,BL,0,4,,BL,47.4418122,7.7644002,0,Bâle-Campagne,13,BL,288132,0.0,1.4,0.0,0.001,2020-03-03
2020-03-04,BL,2,6,,BL,47.4418122,7.7644002,2,Bâle-Campagne,13,BL,288132,0.7,2.1,0.001,0.002,2020-03-04
2020-03-05,BL,3,9,,BL,47.4418122,7.7644002,3,Bâle-Campagne,13,BL,288132,1.0,3.1,0.001,0.003,2020-03-05
2020-03-06,BL,8,17,,BL,47.4418122,7.7644002,8,Bâle-Campagne,13,BL,288132,2.8,5.9,0.003,0.006,2020-03-06
2020-03-07,BL,1,18,,BL,47.4418122,7.7644002,1,Bâle-Campagne,13,BL,288132,0.3,6.2,0.0,0.006,2020-03-07
2020-03-08,BL,0,18,,BL,47.4418122,7.7644002,0,Bâle-Campagne,13,BL,288132,0.0,6.2,0.0,0.006,2020-03-08
2020-03-09,BL,3,21,,BL,47.4418122,7.7644002,3,Bâle-Campagne,13,BL,288132,1.0,7.3,0.001,0.007,2020-03-09
2020-03-10,BL,4,25,,BL,47.4418122,7.7644002,4,Bâle-Campagne,13,BL,288132,1.4,8.7,0.001,0.009,2020-03-10
2020-03-11,BL,15,40,,BL,47.4418122,7.7644002,15,Bâle-Campagne,13,BL,288132,5.2,13.9,0.005,0.014,2020-03-11
2020-03-12,BL,12,52,,BL,47.4418122,7.7644002,12,Bâle-Campagne,13,BL,288132,4.2,18.0,0.004,0.018,2020-03-12
2020-03-13,BL,23,75,,BL,47.4418122,7.7644002,23,Bâle-Campagne,13,BL,288132,8.0,26.0,0.008,0.026,2020-03-13
2020-03-14,BL,8,83,,BL,47.4418122,7.7644002,8,Bâle-Campagne,13,BL,288132,2.8,28.8,0.003,0.029,2020-03-14
2020-03-15,BL,14,97,,BL,47.4418122,7.7644002,14,Bâle-Campagne,13,BL,288132,4.9,33.7,0.005,0.034,2020-03-15
2020-03-16,BL,33,130,,BL,47.4418122,7.7644002,33,Bâle-Campagne,13,BL,288132,11.5,45.1,0.012,0.045,2020-03-16
2020-03-17,BL,25,155,,BL,47.4418122,7.7644002,25,Bâle-Campagne,13,BL,288132,8.7,53.8,0.009,0.054,2020-03-17
2020-03-18,BL,39,194,,BL,47.4418122,7.7644002,39,Bâle-Campagne,13,BL,288132,13.5,67.3,0.014,0.067,2020-03-18
2020-03-19,BL,33,227,,BL,47.4418122,7.7644002,33,Bâle-Campagne,13,BL,288132,11.5,78.8,0.012,0.079,2020-03-19
2020-03-20,BL,49,276,,BL,47.4418122,7.7644002,49,Bâle-Campagne,13,BL,288132,17.0,95.8,0.017,0.096,2020-03-20
2020-03-21,BL,25,301,,BL,47.4418122,7.7644002,25,Bâle-Campagne,13,BL,288132,8.7,104.5,0.009,0.104,2020-03-21
2020-03-22,BL,22,323,,BL,47.4418122,7.7644002,22,Bâle-Campagne,13,BL,288132,7.6,112.1,0.008,0.112,2020-03-22
2020-03-23,BL,37,360,,BL,47.4418122,7.7644002,37,Bâle-Campagne,13,BL,288132,12.8,124.9,0.013,0.125,2020-03-23
2020-03-24,BL,50,410,,BL,47.4418122,7.7644002,50,Bâle-Campagne,13,BL,288132,17.4,142.3,0.017,0.142,2020-03-24
2020-03-25,BL,48,458,,BL,47.4418122,7.7644002,48,Bâle-Campagne,13,BL,288132,16.7,159.0,0.017,0.159,2020-03-25
2020-03-26,BL,34,492,,BL,47.4418122,7.7644002,34,Bâle-Campagne,13,BL,288132,11.8,170.8,0.012,0.171,2020-03-26
2020-03-27,BL,41,533,,BL,47.4418122,7.7644002,41,Bâle-Campagne,13,BL,288132,14.2,185.0,0.014,0.185,2020-03-27
2020-03-28,BL,23,556,,BL,47.4418122,7.7644002,23,Bâle-Campagne,13,BL,288132,8.0,193.0,0.008,0.193,2020-03-28
