timestamp,Taux de positivité
2020-08-16,0.04168666780657888
2020-08-17,0.04047610074798141
2020-08-18,0.03944048547211294
2020-08-19,0.03826925686801497
2020-08-20,0.03839161800673914
2020-08-21,0.03814866822120516
2020-08-22,0.03830661791334749
2020-08-23,0.0374380619248312
2020-08-24,0.03655984679555483
2020-08-25,0.0361999148365457
2020-08-26,0.03645677570106785
2020-08-27,0.03517207291024569
2020-08-28,0.03411507700718718
2020-08-29,0.03349400674928566
2020-08-30,0.03169681941676134
2020-08-31,0.03166170229137253
2020-09-01,0.03108474477992151
2020-09-02,0.0302263127323755
2020-09-03,0.030273727665411806
2020-09-04,0.0302772138255473
2020-09-05,0.03165121654471091
2020-09-06,0.032994847919912924
2020-09-07,0.03324356425346415
2020-09-08,0.03354678463782391
2020-09-09,0.03417321767320557
2020-09-10,0.035205996726261665
2020-09-11,0.03642226612894233
2020-09-12,0.03663134275573875
2020-09-13,0.038669852888257875
2020-09-14,0.03963334551793912
2020-09-15,0.04003128365729575
2020-09-16,0.04099630829808214
2020-09-17,0.04088061692022032
2020-09-18,0.040419468978665045
2020-09-19,0.04087364356291269
2020-09-20,0.041123608163966714
2020-09-21,0.04061668624115748
2020-09-22,0.04171343478015781
2020-09-23,0.041207944594811474
2020-09-24,0.040331486786056185
2020-09-25,0.04068297115133276
2020-09-26,0.03985472215383822
2020-09-27,0.039374993621403766
2020-09-28,0.039608465824068975
2020-09-29,0.03982329150826147
2020-09-30,0.04209946031191434
2020-10-01,0.044743340446258266
2020-10-02,0.04772534956911918
2020-10-03,0.053039664072395125
2020-10-04,0.05851687661203335
2020-10-05,0.0639632133619834
2020-10-06,0.06894047400627641
2020-10-07,0.0743343497153129
2020-10-08,0.08106192081025389
2020-10-09,0.0881036222857281
2020-10-10,0.09702520662686444
2020-10-11,0.10634760945523085
2020-10-12,0.11473715222365453
2020-10-13,0.12358001047047609
2020-10-14,0.13148496868002027
2020-10-15,0.13889616327501178
2020-10-16,0.14569186843314894
2020-10-17,0.15148126450175745
2020-10-18,0.15804170594776643
2020-10-19,0.16710382750256397
2020-10-20,0.17671596108486112
2020-10-21,0.18712090278322568
2020-10-22,0.19770701493789838
2020-10-23,0.20866974509621278
2020-10-24,0.21872263360856942
2020-10-25,0.2291090265704869
2020-10-26,0.2386982618610767
2020-10-27,0.24758922148088805
2020-10-28,0.2536157055637613
2020-10-29,0.25839652898664733
2020-10-30,0.2620782565135145
2020-10-31,0.2651901438691116
2020-11-01,0.268674313106997
2020-11-02,0.2693302929805325
2020-11-03,0.2718355876847344
2020-11-04,0.2735780053392291
2020-11-05,0.2732507767635454
2020-11-06,0.27218218787060977
2020-11-07,0.2681703822919609
2020-11-08,0.266158833884887
2020-11-09,0.26567709043339327
2020-11-10,0.2619754584282599
2020-11-11,0.2565279224327376
2020-11-12,0.2522614434626091
2020-11-13,0.24825173667989028
2020-11-14,0.24605226359122717
2020-11-15,0.24268121444428412
2020-11-16,0.23863784528237186
2020-11-17,0.2327328263205728
2020-11-18,0.2292390020972281
2020-11-19,0.22572514983673364
2020-11-20,0.22013595315948767
2020-11-21,0.21468963815419814
2020-11-22,0.20745637253969212
2020-11-23,0.2064446785754805
